Specific Ventilation,x,y,z
-0.115489,-2.77734,-6.91106,-8.96177
0.0196839,-2.26063,-6.39435,-8.96177
0.0935566,-1.74391,-5.87763,-8.96177
-0.0139355,-3.81077,-5.36092,-8.96177
-0.128261,-3.29406,-5.36092,-8.96177
0,-4.32749,-4.8442,-8.96177
0,-3.81077,-4.8442,-8.96177
-0.0183829,-3.29406,-4.8442,-8.96177
0.140775,-3.29406,-6.91106,-8.44506
0.194975,-2.77734,-6.91106,-8.44506
0.280422,-2.26063,-6.91106,-8.44506
0.0920374,-3.29406,-6.39435,-8.44506
0.165783,-2.77734,-6.39435,-8.44506
0.285741,-2.26063,-6.39435,-8.44506
0.403265,-1.74391,-6.39435,-8.44506
0.0659208,-3.29406,-5.87763,-8.44506
0.132343,-2.77734,-5.87763,-8.44506
0.271466,-2.26063,-5.87763,-8.44506
0.404022,-1.74391,-5.87763,-8.44506
0.0554892,-3.81077,-5.36092,-8.44506
0.0185222,-3.29406,-5.36092,-8.44506
0.371624,-1.74391,-5.36092,-8.44506
0.369198,-1.2272,-5.36092,-8.44506
0.0427766,-4.32749,-4.8442,-8.44506
0.0314541,-3.81077,-4.8442,-8.44506
0.221229,-1.2272,-4.8442,-8.44506
0,-0.710483,-4.32749,-8.44506
0.227947,-3.81077,-7.42777,-7.92834
0.22801,-3.29406,-7.42777,-7.92834
0.239464,-2.77734,-7.42777,-7.92834
0.233755,-2.26063,-7.42777,-7.92834
0.189766,-3.29406,-6.91106,-7.92834
0.22172,-2.77734,-6.91106,-7.92834
0.27166,-2.26063,-6.91106,-7.92834
0.323101,-1.74391,-6.91106,-7.92834
0.11775,-3.29406,-6.39435,-7.92834
0.171245,-2.77734,-6.39435,-7.92834
0.263903,-2.26063,-6.39435,-7.92834
0.35493,-1.74391,-6.39435,-7.92834
0.0992668,-3.81077,-5.87763,-7.92834
0.077631,-3.29406,-5.87763,-7.92834
0.135024,-2.77734,-5.87763,-7.92834
0.247086,-2.26063,-5.87763,-7.92834
0.36244,-1.74391,-5.87763,-7.92834
0.369101,-1.2272,-5.87763,-7.92834
0.0501399,-3.81077,-5.36092,-7.92834
0.0424476,-3.29406,-5.36092,-7.92834
0.366962,-1.74391,-5.36092,-7.92834
0.417918,-1.2272,-5.36092,-7.92834
0.0629315,-4.32749,-4.8442,-7.92834
0.0488146,-3.81077,-4.8442,-7.92834
0.267341,-1.2272,-4.8442,-7.92834
0.32554,-0.710483,-4.8442,-7.92834
0.276661,-0.710483,-4.32749,-7.92834
0.22562,-3.29406,-7.94449,-7.41163
0.218661,-2.77734,-7.94449,-7.41163
0.249982,-3.81077,-7.42777,-7.41163
0.235364,-3.29406,-7.42777,-7.41163
0.234849,-2.77734,-7.42777,-7.41163
0.231987,-2.26063,-7.42777,-7.41163
0.154852,-3.81077,-6.91106,-7.41163
0.17727,-3.29406,-6.91106,-7.41163
0.204597,-2.77734,-6.91106,-7.41163
0.236458,-2.26063,-6.91106,-7.41163
0.264607,-1.74391,-6.91106,-7.41163
0.109642,-3.29406,-6.39435,-7.41163
0.15724,-2.77734,-6.39435,-7.41163
0.229052,-2.26063,-6.39435,-7.41163
0.298093,-1.74391,-6.39435,-7.41163
0.292973,-1.2272,-6.39435,-7.41163
0.067626,-3.81077,-5.87763,-7.41163
0.0683073,-3.29406,-5.87763,-7.41163
0.123202,-2.77734,-5.87763,-7.41163
0.219489,-2.26063,-5.87763,-7.41163
0.313876,-1.74391,-5.87763,-7.41163
0.324957,-1.2272,-5.87763,-7.41163
0.0473341,-3.81077,-5.36092,-7.41163
0.0402869,-3.29406,-5.36092,-7.41163
0.355699,-1.74391,-5.36092,-7.41163
0.407508,-1.2272,-5.36092,-7.41163
0.0606305,-4.32749,-4.8442,-7.41163
0.0686332,-3.81077,-4.8442,-7.41163
0.463981,-1.2272,-4.8442,-7.41163
0.364979,-0.710483,-4.8442,-7.41163
0.0607569,-4.32749,-4.32749,-7.41163
0.237134,-0.710483,-4.32749,-7.41163
0,-6.39435,-3.81077,-7.41163
0.156645,-6.39435,-3.29406,-7.41163
0.131191,-6.39435,-2.77734,-7.41163
0.144152,-5.87763,-2.26063,-7.41163
0.263618,-3.81077,-7.94449,-6.89491
0.233956,-3.29406,-7.94449,-6.89491
0.220861,-2.77734,-7.94449,-6.89491
0.205561,-2.26063,-7.94449,-6.89491
0.222202,-4.32749,-7.42777,-6.89491
0.230694,-3.81077,-7.42777,-6.89491
0.217567,-3.29406,-7.42777,-6.89491
0.209703,-2.77734,-7.42777,-6.89491
0.204881,-2.26063,-7.42777,-6.89491
0.20011,-1.74391,-7.42777,-6.89491
0.145138,-3.81077,-6.91106,-6.89491
0.152785,-3.29406,-6.91106,-6.89491
0.169507,-2.77734,-6.91106,-6.89491
0.189455,-2.26063,-6.91106,-6.89491
