Specific Ventilation (mL/mL),x (mm),y (mm),z (mm)
0.0516559,5.44801,-8.99405,-15.0697
0.149218,5.44801,-7.96247,-15.0697
0.0559832,5.44801,-11.0572,-14.0381
0.130601,5.44801,-10.0256,-14.0381
0.18073,6.47959,-10.0256,-14.0381
0.157328,5.44801,-8.99405,-14.0381
0.192004,6.47959,-8.99405,-14.0381
0.186118,5.44801,-7.96247,-14.0381
0.203387,6.47959,-7.96247,-14.0381
0.221722,5.44801,-6.9309,-14.0381
0.169627,5.44801,-5.89932,-14.0381
0.036254,4.41643,-11.0572,-13.0065
0.0987532,5.44801,-11.0572,-13.0065
0.129142,6.47959,-11.0572,-13.0065
0.0630178,4.41643,-10.0256,-13.0065
0.121348,5.44801,-10.0256,-13.0065
0.175031,6.47959,-10.0256,-13.0065
-0.0744135,-5.89932,-8.99405,-13.0065
0.00885819,0.290131,-8.99405,-13.0065
0.0144602,1.32171,-8.99405,-13.0065
0.0847428,4.41643,-8.99405,-13.0065
0.142196,5.44801,-8.99405,-13.0065
0.195073,6.47959,-8.99405,-13.0065
0.0387671,0.290131,-7.96247,-13.0065
0.0526975,1.32171,-7.96247,-13.0065
0.158529,5.44801,-7.96247,-13.0065
0.219218,6.47959,-7.96247,-13.0065
0.177578,5.44801,-6.9309,-13.0065
0.246834,6.47959,-6.9309,-13.0065
0.187191,5.44801,-5.89932,-13.0065
0.155883,5.44801,-4.86775,-13.0065
0.06613,4.41643,-12.0888,-11.9749
0.0845149,5.44801,-12.0888,-11.9749
0.12329,-5.89932,-11.0572,-11.9749
0.140306,-4.86775,-11.0572,-11.9749
0.0628193,4.41643,-11.0572,-11.9749
0.104384,5.44801,-11.0572,-11.9749
0.124845,6.47959,-11.0572,-11.9749
0.180137,-5.89932,-10.0256,-11.9749
0.0736151,4.41643,-10.0256,-11.9749
0.124451,5.44801,-10.0256,-11.9749
0.160387,6.47959,-10.0256,-11.9749
0.21012,7.51116,-10.0256,-11.9749
0.0121934,-6.9309,-8.99405,-11.9749
0.131614,-5.89932,-8.99405,-11.9749
0.0268249,0.290131,-8.99405,-11.9749
