Specific Ventilation (mL/mL),x (mm),y (mm),z (mm)
0.12954,8.15439,-15.654,-16.5529
0.073457,3.3927,-14.7017,-16.5529
0.0799258,4.34504,-14.7017,-16.5529
0.128229,8.15439,-14.7017,-16.5529
0.0983999,3.3927,-13.7494,-16.5529
0.0772771,4.34504,-13.7494,-16.5529
0.0408951,8.15439,-13.7494,-16.5529
0.123343,3.3927,-12.797,-16.5529
-0.127943,8.15439,-12.797,-16.5529
0.10168,7.20205,-16.6064,-15.6005
0.140651,8.15439,-16.6064,-15.6005
0.138604,7.20205,-15.654,-15.6005
0.189576,8.15439,-15.654,-15.6005
0.233219,9.10673,-15.654,-15.6005
0.0724812,3.3927,-14.7017,-15.6005
0.0767812,4.34504,-14.7017,-15.6005
0.0739284,5.29738,-14.7017,-15.6005
0.0956749,6.24972,-14.7017,-15.6005
0.170111,7.20205,-14.7017,-15.6005
0.217328,8.15439,-14.7017,-15.6005
0.237028,9.10673,-14.7017,-15.6005
0.0624937,2.44036,-13.7494,-15.6005
0.0734778,3.3927,-13.7494,-15.6005
0.0703715,4.34504,-13.7494,-15.6005
0.164545,8.15439,-13.7494,-15.6005
0.19522,9.10673,-13.7494,-15.6005
0.117029,8.15439,-12.797,-15.6005
0.173749,8.15439,-11.8447,-15.6005
0.115824,7.20205,-17.5587,-14.6482
0.0986227,6.24972,-16.6064,-14.6482
0.138146,7.20205,-16.6064,-14.6482
0.177042,8.15439,-16.6064,-14.6482
0.208066,9.10673,-16.6064,-14.6482
0.108554,6.24972,-15.654,-14.6482
0.149626,7.20205,-15.654,-14.6482
0.201205,8.15439,-15.654,-14.6482
0.233094,9.10673,-15.654,-14.6482
0.0620352,2.44036,-14.7017,-14.6482
0.0735033,3.3927,-14.7017,-14.6482
0.0770647,4.34504,-14.7017,-14.6482
0.0739845,5.29738,-14.7017,-14.6482
0.114495,6.24972,-14.7017,-14.6482
0.177156,7.20205,-14.7017,-14.6482
0.226332,8.15439,-14.7017,-14.6482
0.245482,9.10673,-14.7017,-14.6482
0.0693838,2.44036,-13.7494,-14.6482
0.0668135,3.3927,-13.7494,-14.6482
0.055764,4.34504,-13.7494,-14.6482
0.210724,8.15439,-13.7494,-14.6482
0.233273,9.10673,-13.7494,-14.6482
0.207652,8.15439,-12.797,-14.6482
0.17892,9.10673,-12.797,-14.6482
0.275738,8.15439,-11.8447,-14.6482
0.361111,8.15439,-10.8924,-14.6482
0.0702631,6.24972,-17.5587,-13.6959
0.129222,7.20205,-17.5587,-13.6959
0.127901,8.15439,-17.5587,-13.6959
0.115052,6.24972,-16.6064,-13.6959
0.153051,7.20205,-16.6064,-13.6959
0.184407,8.15439,-16.6064,-13.6959
