Specific Ventilation (mL/mL),x (mm),y (mm),z (mm)
0.0714287,3.45157,-8.93535,-19.4149
0.0682576,1.38708,-9.9676,-18.3827
0.0442516,2.41932,-9.9676,-18.3827
0.0296563,3.45157,-9.9676,-18.3827
0.124378,7.58054,-9.9676,-18.3827
0.0903903,1.38708,-8.93535,-18.3827
0.0663844,2.41932,-8.93535,-18.3827
0.0541345,3.45157,-8.93535,-18.3827
0.112129,7.58054,-8.93535,-18.3827
0.132296,6.5483,-7.90311,-18.3827
0.0957462,7.58054,-7.90311,-18.3827
0.129702,6.5483,-6.87087,-18.3827
0.0730912,7.58054,-6.87087,-18.3827
0.174318,5.51605,-5.83862,-18.3827
0.122652,6.5483,-5.83862,-18.3827
0.182,5.51605,-4.80638,-18.3827
0.153346,6.5483,-4.80638,-18.3827
0.164689,5.51605,-3.77414,-18.3827
0.114885,6.5483,-10.9998,-17.3504
0.151847,7.58054,-10.9998,-17.3504
0.0684291,1.38708,-9.9676,-17.3504
0.0503983,2.41932,-9.9676,-17.3504
0.0396689,3.45157,-9.9676,-17.3504
0.127054,6.5483,-9.9676,-17.3504
0.175586,7.58054,-9.9676,-17.3504
0.0410783,1.38708,-8.93535,-17.3504
0.0242325,2.41932,-8.93535,-17.3504
0.0404815,3.45157,-8.93535,-17.3504
0.124303,6.5483,-8.93535,-17.3504
0.161041,7.58054,-8.93535,-17.3504
0.131403,6.5483,-7.90311,-17.3504
0.141141,7.58054,-7.90311,-17.3504
0.0865346,5.51605,-6.87087,-17.3504
0.132955,6.5483,-6.87087,-17.3504
0.116943,7.58054,-6.87087,-17.3504
0.142965,5.51605,-5.83862,-17.3504
0.144197,6.5483,-5.83862,-17.3504
0.138094,7.58054,-5.83862,-17.3504
0.178454,5.51605,-4.80638,-17.3504
0.18679,6.5483,-4.80638,-17.3504
0.236612,4.48381,-3.77414,-17.3504
0.246479,5.51605,-3.77414,-17.3504
0.241476,4.48381,-2.74189,-17.3504
0.122101,6.5483,-12.0321,-16.3182
0.143934,7.58054,-12.0321,-16.3182
0.168978,-4.80638,-10.9998,-16.3182
0.0844596,3.45157,-10.9998,-16.3182
0.0889269,5.51605,-10.9998,-16.3182
0.159548,6.5483,-10.9998,-16.3182
0.18367,7.58054,-10.9998,-16.3182
0.149145,-4.80638,-9.9676,-16.3182
0.0575764,0.354836,-9.9676,-16.3182
0.0745185,1.38708,-9.9676,-16.3182
0.0544178,2.41932,-9.9676,-16.3182
0.0426538,3.45157,-9.9676,-16.3182
0.150896,6.5483,-9.9676,-16.3182
0.186748,7.58054,-9.9676,-16.3182
0.24699,8.61278,-9.9676,-16.3182
0.223816,-4.80638,-8.93535,-16.3182
0.0309132,1.38708,-8.93535,-16.3182
0.0123557,2.41932,-8.93535,-16.3182
0.0462976,3.45157,-8.93535,-16.3182
0.146149,6.5483,-8.93535,-16.3182
0.174612,7.58054,-8.93535,-16.3182
0.234161,8.61278,-8.93535,-16.3182
0.184806,-4.80638,-7.90311,-16.3182
0.0835381,5.51605,-7.90311,-16.3182
0.139481,6.5483,-7.90311,-16.3182
0.157014,7.58054,-7.90311,-16.3182
0.0837678,5.51605,-6.87087,-16.3182
0.129379,6.5483,-6.87087,-16.3182
0.141721,7.58054,-6.87087,-16.3182
0.1212,5.51605,-5.83862,-16.3182
0.139395,6.5483,-5.83862,-16.3182
0.154473,7.58054,-5.83862,-16.3182
0.162528,5.51605,-4.80638,-16.3182
0.184547,6.5483,-4.80638,-16.3182
0.231441,5.51605,-3.77414,-16.3182
0.245429,6.5483,-3.77414,-16.3182
0.296702,4.48381,-2.74189,-16.3182
0.202049,5.51605,-2.74189,-16.3182
0.125908,6.5483,-13.0643,-15.2859
0.129318,7.58054,-13.0643,-15.2859
0.034593,-4.80638,-12.0321,-15.2859
0.0631613,-3.77414,-12.0321,-15.2859
0.102835,5.51605,-12.0321,-15.2859
0.148647,6.5483,-12.0321,-15.2859
0.167983,7.58054,-12.0321,-15.2859
0.173764,8.61278,-12.0321,-15.2859
0.157743,-5.83862,-10.9998,-15.2859
0.10767,-4.80638,-10.9998,-15.2859
0.0647164,2.41932,-10.9998,-15.2859
0.0741599,3.45157,-10.9998,-15.2859
0.076691,4.48381,-10.9998,-15.2859
0.107055,5.51605,-10.9998,-15.2859
0.160819,6.5483,-10.9998,-15.2859
0.184015,7.58054,-10.9998,-15.2859
0.192959,8.61278,-10.9998,-15.2859
0.0855649,-4.80638,-9.9676,-15.2859
0.0330521,0.354836,-9.9676,-15.2859
0.0559983,1.38708,-9.9676,-15.2859
0.0440976,2.41932,-9.9676,-15.2859
0.0421191,3.45157,-9.9676,-15.2859
0.060178,4.48381,-9.9676,-15.2859
0.0960015,5.51605,-9.9676,-15.2859
0.153131,6.5483,-9.9676,-15.2859
0.178606,7.58054,-9.9676,-15.2859
0.191552,8.61278,-9.9676,-15.2859
0.14304,-4.80638,-8.93535,-15.2859
0.0243246,1.38708,-8.93535,-15.2859
0.00971555,2.41932,-8.93535,-15.2859
0.050111,3.45157,-8.93535,-15.2859
0.151268,6.5483,-8.93535,-15.2859
0.171429,7.58054,-8.93535,-15.2859
0.183504,8.61278,-8.93535,-15.2859
0.171551,-4.80638,-7.90311,-15.2859
0.142567,6.5483,-7.90311,-15.2859
0.16178,7.58054,-7.90311,-15.2859
0.169754,8.61278,-7.90311,-15.2859
0.25695,-4.80638,-6.87087,-15.2859
0.247994,-3.77414,-6.87087,-15.2859
0.099972,5.51605,-6.87087,-15.2859
0.13115,6.5483,-6.87087,-15.2859
0.153227,7.58054,-6.87087,-15.2859
0.29936,-3.77414,-5.83862,-15.2859
0.108602,5.51605,-5.83862,-15.2859
0.144897,6.5483,-5.83862,-15.2859
0.174695,7.58054,-5.83862,-15.2859
0.159711,5.51605,-4.80638,-15.2859
0.192141,6.5483,-4.80638,-15.2859
0.209938,7.58054,-4.80638,-15.2859
0.207644,4.48381,-3.77414,-15.2859
0.238512,5.51605,-3.77414,-15.2859
0.261166,6.5483,-3.77414,-15.2859
0.302896,4.48381,-2.74189,-15.2859
0.262601,5.51605,-2.74189,-15.2859
0.266478,3.45157,-1.70965,-15.2859
0.244226,4.48381,-1.70965,-15.2859
0.0410625,-3.77414,-14.0966,-14.2537
0.0403286,6.5483,-14.0966,-14.2537
0.0639076,-4.80638,-13.0643,-14.2537
0.109688,-3.77414,-13.0643,-14.2537
0.105586,5.51605,-13.0643,-14.2537
0.133564,6.5483,-13.0643,-14.2537
0.141482,7.58054,-13.0643,-14.2537
0.147206,8.61278,-13.0643,-14.2537
0.114484,-5.83862,-12.0321,-14.2537
0.129031,-4.80638,-12.0321,-14.2537
0.161037,-3.77414,-12.0321,-14.2537
0.112886,5.51605,-12.0321,-14.2537
0.146785,6.5483,-12.0321,-14.2537
0.162438,7.58054,-12.0321,-14.2537
0.171358,8.61278,-12.0321,-14.2537
0.166459,-5.83862,-10.9998,-14.2537
0.123171,-4.80638,-10.9998,-14.2537
0.0559576,2.41932,-10.9998,-14.2537
0.0681025,3.45157,-10.9998,-14.2537
0.0802557,4.48381,-10.9998,-14.2537
0.108904,5.51605,-10.9998,-14.2537
0.14889,6.5483,-10.9998,-14.2537
0.168186,7.58054,-10.9998,-14.2537
0.179853,8.61278,-10.9998,-14.2537
0.17509,-5.83862,-9.9676,-14.2537
0.125297,-4.80638,-9.9676,-14.2537
0.0178265,0.354836,-9.9676,-14.2537
0.0479681,1.38708,-9.9676,-14.2537
0.0382166,2.41932,-9.9676,-14.2537
0.0401117,3.45157,-9.9676,-14.2537
0.0610498,4.48381,-9.9676,-14.2537
0.0928054,5.51605,-9.9676,-14.2537
0.138974,6.5483,-9.9676,-14.2537
0.160096,7.58054,-9.9676,-14.2537
0.171416,8.61278,-9.9676,-14.2537
0.200084,-5.83862,-8.93535,-14.2537
0.156516,-4.80638,-8.93535,-14.2537
0.138025,-3.77414,-8.93535,-14.2537
0.02518,1.38708,-8.93535,-14.2537
0.145458,6.5483,-8.93535,-14.2537
0.161602,7.58054,-8.93535,-14.2537
0.165652,8.61278,-8.93535,-14.2537
0.185824,-4.80638,-7.90311,-14.2537
0.156487,-3.77414,-7.90311,-14.2537
0.148287,6.5483,-7.90311,-14.2537
0.162475,7.58054,-7.90311,-14.2537
0.161931,8.61278,-7.90311,-14.2537
0.235472,-4.80638,-6.87087,-14.2537
0.218199,-3.77414,-6.87087,-14.2537
0.11071,5.51605,-6.87087,-14.2537
0.14266,6.5483,-6.87087,-14.2537
0.159559,7.58054,-6.87087,-14.2537
0.162675,8.61278,-6.87087,-14.2537
0.27221,-4.80638,-5.83862,-14.2537
0.298158,-3.77414,-5.83862,-14.2537
0.104988,5.51605,-5.83862,-14.2537
0.149573,6.5483,-5.83862,-14.2537
0.173742,7.58054,-5.83862,-14.2537
0.253317,-3.77414,-4.80638,-14.2537
0.137648,5.51605,-4.80638,-14.2537
0.181669,6.5483,-4.80638,-14.2537
0.206586,7.58054,-4.80638,-14.2537
0.17563,4.48381,-3.77414,-14.2537
0.225444,5.51605,-3.77414,-14.2537
0.261323,6.5483,-3.77414,-14.2537
0.296856,4.48381,-2.74189,-14.2537
0.325433,5.51605,-2.74189,-14.2537
0.26877,3.45157,-1.70965,-14.2537
0.312066,4.48381,-1.70965,-14.2537
0.0717257,-5.83862,-14.0966,-13.2215
0.0738704,-4.80638,-14.0966,-13.2215
0.0865848,-3.77414,-14.0966,-13.2215
0.0942413,5.51605,-14.0966,-13.2215
0.105693,6.5483,-14.0966,-13.2215
0.113699,7.58054,-14.0966,-13.2215
0.115099,8.61278,-14.0966,-13.2215
0.119853,-5.83862,-13.0643,-13.2215
0.122748,-4.80638,-13.0643,-13.2215
0.12896,-3.77414,-13.0643,-13.2215
0.0952012,4.48381,-13.0643,-13.2215
0.12822,5.51605,-13.0643,-13.2215
0.143412,6.5483,-13.0643,-13.2215
0.153915,7.58054,-13.0643,-13.2215
0.165154,8.61278,-13.0643,-13.2215
0.152402,-5.83862,-12.0321,-13.2215
0.157334,-4.80638,-12.0321,-13.2215
0.0957543,3.45157,-12.0321,-13.2215
0.0966222,4.48381,-12.0321,-13.2215
0.117737,5.51605,-12.0321,-13.2215
0.139577,6.5483,-12.0321,-13.2215
0.156395,7.58054,-12.0321,-13.2215
0.173073,8.61278,-12.0321,-13.2215
0.166519,9.64503,-12.0321,-13.2215
0.250535,-6.87087,-10.9998,-13.2215
0.179905,-5.83862,-10.9998,-13.2215
0.128163,-4.80638,-10.9998,-13.2215
0.0429759,0.354836,-10.9998,-13.2215
0.0461476,1.38708,-10.9998,-13.2215
0.0543522,2.41932,-10.9998,-13.2215
0.0636415,3.45157,-10.9998,-13.2215
0.0762074,4.48381,-10.9998,-13.2215
0.100563,5.51605,-10.9998,-13.2215
0.130421,6.5483,-10.9998,-13.2215
0.152823,7.58054,-10.9998,-13.2215
0.175543,8.61278,-10.9998,-13.2215
0.168011,9.64503,-10.9998,-13.2215
0.200562,-5.83862,-9.9676,-13.2215
0.132703,-4.80638,-9.9676,-13.2215
0.0146886,0.354836,-9.9676,-13.2215
0.0325814,1.38708,-9.9676,-13.2215
0.0239657,2.41932,-9.9676,-13.2215
0.0394685,3.45157,-9.9676,-13.2215
0.0602942,4.48381,-9.9676,-13.2215
0.0864989,5.51605,-9.9676,-13.2215
0.124303,6.5483,-9.9676,-13.2215
0.147359,7.58054,-9.9676,-13.2215
0.166361,8.61278,-9.9676,-13.2215
0.135294,9.64503,-9.9676,-13.2215
0.220637,-5.83862,-8.93535,-13.2215
0.162667,-4.80638,-8.93535,-13.2215
0.134782,-3.77414,-8.93535,-13.2215
0.0930663,5.51605,-8.93535,-13.2215
0.134702,6.5483,-8.93535,-13.2215
0.153617,7.58054,-8.93535,-13.2215
0.166742,8.61278,-8.93535,-13.2215
0.109738,9.64503,-8.93535,-13.2215
0.235864,-5.83862,-7.90311,-13.2215
0.187901,-4.80638,-7.90311,-13.2215
0.160066,-3.77414,-7.90311,-13.2215
0.127976,5.51605,-7.90311,-13.2215
0.155058,6.5483,-7.90311,-13.2215
0.16915,7.58054,-7.90311,-13.2215
0.176378,8.61278,-7.90311,-13.2215
0.222129,-4.80638,-6.87087,-13.2215
0.206164,-3.77414,-6.87087,-13.2215
0.147139,5.51605,-6.87087,-13.2215
0.162544,6.5483,-6.87087,-13.2215
0.173496,7.58054,-6.87087,-13.2215
0.17596,8.61278,-6.87087,-13.2215
0.245041,-4.80638,-5.83862,-13.2215
0.273716,-3.77414,-5.83862,-13.2215
0.121146,5.51605,-5.83862,-13.2215
0.161632,6.5483,-5.83862,-13.2215
0.179623,7.58054,-5.83862,-13.2215
0.165877,8.61278,-5.83862,-13.2215
0.291661,-3.77414,-4.80638,-13.2215
0.1297,5.51605,-4.80638,-13.2215
0.175042,6.5483,-4.80638,-13.2215
0.198846,7.58054,-4.80638,-13.2215
0.30081,-3.77414,-3.77414,-13.2215
0.307529,-2.74189,-3.77414,-13.2215
0.212342,5.51605,-3.77414,-13.2215
0.244958,6.5483,-3.77414,-13.2215
0.237776,4.48381,-2.74189,-13.2215
0.292266,5.51605,-2.74189,-13.2215
0.326419,4.48381,-1.70965,-13.2215
-0.119095,3.45157,-0.677408,-13.2215
0.075956,6.5483,-15.1288,-12.1892
0.0734335,7.58054,-15.1288,-12.1892
0.0599092,8.61278,-15.1288,-12.1892
0.174429,-6.87087,-14.0966,-12.1892
0.137865,-5.83862,-14.0966,-12.1892
0.10988,-4.80638,-14.0966,-12.1892
0.09272,-3.77414,-14.0966,-12.1892
0.0799519,4.48381,-14.0966,-12.1892
0.112879,5.51605,-14.0966,-12.1892
0.126288,6.5483,-14.0966,-12.1892
0.136535,7.58054,-14.0966,-12.1892
0.13488,8.61278,-14.0966,-12.1892
0.180288,-6.87087,-13.0643,-12.1892
0.153183,-5.83862,-13.0643,-12.1892
0.129658,-4.80638,-13.0643,-12.1892
0.111898,4.48381,-13.0643,-12.1892
0.132363,5.51605,-13.0643,-12.1892
0.142262,6.5483,-13.0643,-12.1892
0.154611,7.58054,-13.0643,-12.1892
0.162952,8.61278,-13.0643,-12.1892
0.155806,9.64503,-13.0643,-12.1892
0.189564,-6.87087,-12.0321,-12.1892
0.166509,-5.83862,-12.0321,-12.1892
0.133967,-4.80638,-12.0321,-12.1892
0.0977328,3.45157,-12.0321,-12.1892
0.0989267,4.48381,-12.0321,-12.1892
0.116675,5.51605,-12.0321,-12.1892
0.132277,6.5483,-12.0321,-12.1892
0.14899,7.58054,-12.0321,-12.1892
0.162454,8.61278,-12.0321,-12.1892
0.158534,9.64503,-12.0321,-12.1892
0.191637,-6.87087,-10.9998,-12.1892
0.165184,-5.83862,-10.9998,-12.1892
0.108696,-4.80638,-10.9998,-12.1892
0.0489432,0.354836,-10.9998,-12.1892
0.0602093,1.38708,-10.9998,-12.1892
0.0512275,2.41932,-10.9998,-12.1892
0.060257,3.45157,-10.9998,-12.1892
0.0706953,4.48381,-10.9998,-12.1892
0.0961962,5.51605,-10.9998,-12.1892
0.11938,6.5483,-10.9998,-12.1892
0.142069,7.58054,-10.9998,-12.1892
0.16259,8.61278,-10.9998,-12.1892
0.163952,9.64503,-10.9998,-12.1892
0.205928,-6.87087,-9.9676,-12.1892
0.182064,-5.83862,-9.9676,-12.1892
0.123073,-4.80638,-9.9676,-12.1892
0.0156506,0.354836,-9.9676,-12.1892
0.0183841,1.38708,-9.9676,-12.1892
0.0130782,2.41932,-9.9676,-12.1892
0.0334088,3.45157,-9.9676,-12.1892
0.0515668,4.48381,-9.9676,-12.1892
0.0814328,5.51605,-9.9676,-12.1892
0.112814,6.5483,-9.9676,-12.1892
0.138529,7.58054,-9.9676,-12.1892
0.16157,8.61278,-9.9676,-12.1892
0.159366,9.64503,-9.9676,-12.1892
0.22852,-6.87087,-8.93535,-12.1892
0.207647,-5.83862,-8.93535,-12.1892
0.146087,-4.80638,-8.93535,-12.1892
0.093055,5.51605,-8.93535,-12.1892
0.127376,6.5483,-8.93535,-12.1892
0.148157,7.58054,-8.93535,-12.1892
0.164878,8.61278,-8.93535,-12.1892
0.147543,9.64503,-8.93535,-12.1892
0.228968,-5.83862,-7.90311,-12.1892
0.168774,-4.80638,-7.90311,-12.1892
0.105667,-3.77414,-7.90311,-12.1892
0.135484,5.51605,-7.90311,-12.1892
0.153365,6.5483,-7.90311,-12.1892
0.169155,7.58054,-7.90311,-12.1892
0.183708,8.61278,-7.90311,-12.1892
0.15226,9.64503,-7.90311,-12.1892
0.250062,-5.83862,-6.87087,-12.1892
0.203846,-4.80638,-6.87087,-12.1892
0.167498,-3.77414,-6.87087,-12.1892
0.157889,5.51605,-6.87087,-12.1892
0.169726,6.5483,-6.87087,-12.1892
