Specific Ventilation,x,y,z
0,-2.22947,-4.25339,-11.3055
0,-2.73545,-3.74741,-11.3055
0,-2.22947,-3.74741,-11.3055
0.127574,-1.21751,-6.27731,-10.7995
0.146012,-1.72349,-5.77133,-10.7995
0.112161,-1.21751,-5.77133,-10.7995
0.116705,-0.711535,-5.77133,-10.7995
0.0897271,-1.21751,-5.26535,-10.7995
0.111955,-0.711535,-5.26535,-10.7995
0.111129,-0.205555,-5.26535,-10.7995
0.145845,-0.205555,-4.75937,-10.7995
0.0979051,-2.22947,-4.25339,-10.7995
0,-2.73545,-3.74741,-10.7995
0,-2.22947,-3.74741,-10.7995
0,0.300426,-3.74741,-10.7995
0.116298,-1.72349,-6.27731,-10.2935
0.140418,-1.21751,-6.27731,-10.2935
0.127244,-0.711535,-6.27731,-10.2935
0.117283,-1.72349,-5.77133,-10.2935
0.123905,-1.21751,-5.77133,-10.2935
0.142665,-0.711535,-5.77133,-10.2935
0.06365,-1.72349,-5.26535,-10.2935
0.0921026,-1.21751,-5.26535,-10.2935
0.127247,-0.711535,-5.26535,-10.2935
0.126665,-0.205555,-5.26535,-10.2935
0.0623873,-1.72349,-4.75937,-10.2935
0.131536,-0.711535,-4.75937,-10.2935
0.154345,-0.205555,-4.75937,-10.2935
0.0887101,-2.22947,-4.25339,-10.2935
0.159473,-0.205555,-4.25339,-10.2935
0.139552,0.300426,-4.25339,-10.2935
0.109565,-2.73545,-3.74741,-10.2935
0.104597,-2.22947,-3.74741,-10.2935
0.0825475,0.300426,-3.74741,-10.2935
0.126646,-2.73545,-3.24143,-10.2935
0,0.300426,-3.24143,-10.2935
0.286687,-5.26535,-2.22947,-10.2935
0.329922,-5.26535,-1.72349,-10.2935
0.117949,-1.21751,-6.78329,-9.78755
0.0846809,-2.22947,-6.27731,-9.78755
0.121899,-1.72349,-6.27731,-9.78755
0.130993,-1.21751,-6.27731,-9.78755
0.134332,-0.711535,-6.27731,-9.78755
0.0581262,-2.22947,-5.77133,-9.78755
0.101966,-1.72349,-5.77133,-9.78755
0.115817,-1.21751,-5.77133,-9.78755
0.137982,-0.711535,-5.77133,-9.78755
0.152341,-0.205555,-5.77133,-9.78755
0.0594174,-1.72349,-5.26535,-9.78755
0.0883089,-1.21751,-5.26535,-9.78755
0.119047,-0.711535,-5.26535,-9.78755
0.138474,-0.205555,-5.26535,-9.78755
0.0711222,-2.22947,-4.75937,-9.78755
0.0543642,-1.72349,-4.75937,-9.78755
0.130993,-0.711535,-4.75937,-9.78755
0.163132,-0.205555,-4.75937,-9.78755
0.100295,0.300426,-4.75937,-9.78755
0.0477197,-2.73545,-4.25339,-9.78755
0.0754246,-2.22947,-4.25339,-9.78755
0.191892,-0.205555,-4.25339,-9.78755
0.167891,0.300426,-4.25339,-9.78755
0.100687,-2.73545,-3.74741,-9.78755
0.0815457,-2.22947,-3.74741,-9.78755
0.153837,0.300426,-3.74741,-9.78755
0,-5.26535,-3.24143,-9.78755
0.114967,-2.73545,-3.24143,-9.78755
0,0.300426,-3.24143,-9.78755
0.257014,-5.26535,-2.73545,-9.78755
0.170808,-5.26535,-2.22947,-9.78755
0.281212,-5.26535,-1.72349,-9.78755
0.206942,-4.75937,-1.72349,-9.78755
0.271579,-4.75937,-1.21751,-9.78755
0.290984,-4.25339,-1.21751,-9.78755
0,-3.74741,-0.711535,-9.78755
0.112831,-1.72349,-6.78329,-9.28157
0.123639,-1.21751,-6.78329,-9.28157
0.140742,-0.711535,-6.78329,-9.28157
0.110351,-2.22947,-6.27731,-9.28157
0.128379,-1.72349,-6.27731,-9.28157
0.136704,-1.21751,-6.27731,-9.28157
0.146859,-0.711535,-6.27731,-9.28157
0.0751401,-2.22947,-5.77133,-9.28157
0.0989113,-1.72349,-5.77133,-9.28157
0.121967,-1.21751,-5.77133,-9.28157
0.147652,-0.711535,-5.77133,-9.28157
0.173187,-0.205555,-5.77133,-9.28157
0.0558512,-2.22947,-5.26535,-9.28157
0.0600354,-1.72349,-5.26535,-9.28157
0.0928474,-1.21751,-5.26535,-9.28157
0.12683,-0.711535,-5.26535,-9.28157
0.155097,-0.205555,-5.26535,-9.28157
0.144778,0.300426,-5.26535,-9.28157
0.0618484,-2.22947,-4.75937,-9.28157
0.0482075,-1.72349,-4.75937,-9.28157
0.0784453,-1.21751,-4.75937,-9.28157
0.136925,-0.711535,-4.75937,-9.28157
0.167196,-0.205555,-4.75937,-9.28157
0.160028,0.300426,-4.75937,-9.28157
0.0423517,-2.73545,-4.25339,-9.28157
0.0615358,-2.22947,-4.25339,-9.28157
0.192672,-0.205555,-4.25339,-9.28157
0.193272,0.300426,-4.25339,-9.28157
0.0862269,-2.73545,-3.74741,-9.28157
0.0707864,-2.22947,-3.74741,-9.28157
0.198927,0.300426,-3.74741,-9.28157
0.179155,-5.26535,-3.24143,-9.28157
0.101408,-3.24143,-3.24143,-9.28157
0.0940102,-2.73545,-3.24143,-9.28157
