Specific Ventilation (mL/mL),x (mm),y (mm),z (mm)
0.106163,7.17498,-13.7843,-13.5421
0.135928,0.506119,-12.8316,-13.5421
0.134503,1.45881,-12.8316,-13.5421
0.131406,2.41151,-12.8316,-13.5421
-0.0423866,6.22228,-12.8316,-13.5421
0.0404518,7.17498,-12.8316,-13.5421
0.0876469,0.506119,-11.8789,-13.5421
0.0907334,1.45881,-11.8789,-13.5421
0.0749327,2.41151,-11.8789,-13.5421
0.0726434,3.3642,-11.8789,-13.5421
-0.0359352,6.22228,-11.8789,-13.5421
0.0357669,7.17498,-11.8789,-13.5421
0.039366,0.506119,-10.9262,-13.5421
0.0469641,1.45881,-10.9262,-13.5421
0.0184599,2.41151,-10.9262,-13.5421
0.0143173,6.22228,-10.9262,-13.5421
0.0713076,7.17498,-10.9262,-13.5421
0.108853,6.22228,-9.97351,-13.5421
0.0600916,6.22228,-9.02082,-13.5421
0.120549,6.22228,-14.737,-12.5894
0.115328,7.17498,-14.737,-12.5894
0.122176,6.22228,-13.7843,-12.5894
0.161697,7.17498,-13.7843,-12.5894
0.13161,0.506119,-12.8316,-12.5894
0.134491,1.45881,-12.8316,-12.5894
0.125732,2.41151,-12.8316,-12.5894
0.103046,6.22228,-12.8316,-12.5894
0.153602,7.17498,-12.8316,-12.5894
0.216231,8.12767,-12.8316,-12.5894
0.067391,-0.446575,-11.8789,-12.5894
0.0912699,0.506119,-11.8789,-12.5894
0.0906168,1.45881,-11.8789,-12.5894
0.0508568,2.41151,-11.8789,-12.5894
0.0608783,3.3642,-11.8789,-12.5894
0.0368586,4.31689,-11.8789,-12.5894
0.0415881,5.26959,-11.8789,-12.5894
0.118553,6.22228,-11.8789,-12.5894
0.164828,7.17498,-11.8789,-12.5894
0.0509298,0.506119,-10.9262,-12.5894
0.0467429,1.45881,-10.9262,-12.5894
-0.041263,2.41151,-10.9262,-12.5894
0.0941527,5.26959,-10.9262,-12.5894
0.164712,6.22228,-10.9262,-12.5894
0.21606,7.17498,-10.9262,-12.5894
0.257046,6.22228,-9.97351,-12.5894
0.392869,6.22228,-9.02082,-12.5894
0.1288,6.22228,-15.6897,-11.6367
0.103224,7.17498,-15.6897,-11.6367
0.0892813,5.26959,-14.737,-11.6367
0.156548,6.22228,-14.737,-11.6367
0.15735,7.17498,-14.737,-11.6367
0.157248,8.12767,-14.737,-11.6367
-0.284217,-6.16274,-13.7843,-11.6367
0.0886191,5.26959,-13.7843,-11.6367
0.150546,6.22228,-13.7843,-11.6367
0.170807,7.17498,-13.7843,-11.6367
0.191845,8.12767,-13.7843,-11.6367
0.0747033,0.506119,-12.8316,-11.6367
0.0709116,1.45881,-12.8316,-11.6367
0.0531921,2.41151,-12.8316,-11.6367
0.0654446,3.3642,-12.8316,-11.6367
0.0563393,4.31689,-12.8316,-11.6367
0.0566693,5.26959,-12.8316,-11.6367
0.125179,6.22228,-12.8316,-11.6367
0.160714,7.17498,-12.8316,-11.6367
0.20081,8.12767,-12.8316,-11.6367
0.0302555,-0.446575,-11.8789,-11.6367
0.0635043,0.506119,-11.8789,-11.6367
0.0548788,1.45881,-11.8789,-11.6367
0.0165334,2.41151,-11.8789,-11.6367
0.0276358,3.3642,-11.8789,-11.6367
0.0329409,4.31689,-11.8789,-11.6367
0.0601161,5.26959,-11.8789,-11.6367
0.124952,6.22228,-11.8789,-11.6367
0.16407,7.17498,-11.8789,-11.6367
0.192216,8.12767,-11.8789,-11.6367
0.0297621,0.506119,-10.9262,-11.6367
0.0151877,1.45881,-10.9262,-11.6367
0.0980642,5.26959,-10.9262,-11.6367
0.154111,6.22228,-10.9262,-11.6367
0.197211,7.17498,-10.9262,-11.6367
0.173059,5.26959,-9.97351,-11.6367
0.210989,6.22228,-9.97351,-11.6367
0.238818,7.17498,-9.97351,-11.6367
0.238263,5.26959,-9.02082,-11.6367
0.307875,6.22228,-9.02082,-11.6367
0.346111,5.26959,-8.06812,-11.6367
0.395561,6.22228,-8.06812,-11.6367
0.287913,4.31689,-7.11543,-11.6367
0.462829,5.26959,-7.11543,-11.6367
0.0959787,5.26959,-15.6897,-10.684
0.122147,6.22228,-15.6897,-10.684
0.121888,7.17498,-15.6897,-10.684
0.129205,8.12767,-15.6897,-10.684
0.00617645,-7.11543,-14.737,-10.684
0.0295092,-6.16274,-14.737,-10.684
0.115821,5.26959,-14.737,-10.684
0.161169,6.22228,-14.737,-10.684
0.171222,7.17498,-14.737,-10.684
0.179709,8.12767,-14.737,-10.684
-0.0114461,-7.11543,-13.7843,-10.684
0.037487,-6.16274,-13.7843,-10.684
0.0755097,4.31689,-13.7843,-10.684
0.11026,5.26959,-13.7843,-10.684
0.15333,6.22228,-13.7843,-10.684
0.174069,7.17498,-13.7843,-10.684
0.199271,8.12767,-13.7843,-10.684
0.000538155,-7.11543,-12.8316,-10.684
0.0200861,-6.16274,-12.8316,-10.684
0.069536,-0.446575,-12.8316,-10.684
0.0595442,0.506119,-12.8316,-10.684
0.0484051,1.45881,-12.8316,-10.684
0.0358914,2.41151,-12.8316,-10.684
0.0450391,3.3642,-12.8316,-10.684
0.0501036,4.31689,-12.8316,-10.684
0.0798903,5.26959,-12.8316,-10.684
0.132334,6.22228,-12.8316,-10.684
0.163354,7.17498,-12.8316,-10.684
0.203837,8.12767,-12.8316,-10.684
-0.00250731,-6.16274,-11.8789,-10.684
0.0292361,-0.446575,-11.8789,-10.684
0.0627573,0.506119,-11.8789,-10.684
0.0462296,1.45881,-11.8789,-10.684
0.00884983,2.41151,-11.8789,-10.684
0.0250827,3.3642,-11.8789,-10.684
0.0361573,4.31689,-11.8789,-10.684
0.0774732,5.26959,-11.8789,-10.684
0.13223,6.22228,-11.8789,-10.684
0.169224,7.17498,-11.8789,-10.684
