Specific Ventilation,x,y,z
-0.150439,0.805411,-3.83376,-12.5483
0.120275,-1.25644,-2.80284,-12.5483
0.0388348,-0.74098,-2.80284,-12.5483
0,-1.77191,-2.28737,-12.5483
0,-1.25644,-2.28737,-12.5483
-0.0623513,-0.74098,-2.28737,-12.5483
0.151652,0.289948,-4.86469,-12.0329
0.129081,0.805411,-4.86469,-12.0329
0.0569651,-0.225516,-4.34923,-12.0329
0.0278106,0.289948,-4.34923,-12.0329
0.0648406,0.805411,-4.34923,-12.0329
0.02495,0.289948,-3.83376,-12.0329
0.108028,0.805411,-3.83376,-12.0329
0.117402,1.32088,-3.83376,-12.0329
0.173166,0.805411,-3.3183,-12.0329
0.174519,1.32088,-3.3183,-12.0329
0.0697093,-1.25644,-2.80284,-12.0329
0.0646752,-0.74098,-2.80284,-12.0329
0.229616,1.32088,-2.80284,-12.0329
0.119236,-1.77191,-2.28737,-12.0329
0.0327399,-1.25644,-2.28737,-12.0329
-0.0461049,-0.74098,-2.28737,-12.0329
0.148488,1.83634,-2.28737,-12.0329
0,1.83634,-1.77191,-12.0329
0.0725358,0.289948,-5.38016,-11.5174
0.15334,-0.225516,-4.86469,-11.5174
0.124587,0.289948,-4.86469,-11.5174
0.122933,0.805411,-4.86469,-11.5174
0.112284,-0.225516,-4.34923,-11.5174
0.134029,0.289948,-4.34923,-11.5174
0.152447,0.805411,-4.34923,-11.5174
0.106396,1.32088,-4.34923,-11.5174
0.084482,-0.225516,-3.83376,-11.5174
0.122893,0.289948,-3.83376,-11.5174
0.19749,0.805411,-3.83376,-11.5174
0.195738,1.32088,-3.83376,-11.5174
0.119672,-0.74098,-3.3183,-11.5174
0.0727161,-0.225516,-3.3183,-11.5174
0.138303,0.289948,-3.3183,-11.5174
0.23595,0.805411,-3.3183,-11.5174
0.256397,1.32088,-3.3183,-11.5174
0.058991,-1.25644,-2.80284,-11.5174
0.0547763,-0.74098,-2.80284,-11.5174
0.258789,0.805411,-2.80284,-11.5174
0.315293,1.32088,-2.80284,-11.5174
0.260188,1.83634,-2.80284,-11.5174
0.101172,-1.77191,-2.28737,-11.5174
0.0464661,-1.25644,-2.28737,-11.5174
0.0228838,-0.74098,-2.28737,-11.5174
0.335008,1.32088,-2.28737,-11.5174
0.376947,1.83634,-2.28737,-11.5174
0.0773048,-1.77191,-1.77191,-11.5174
0.332166,1.83634,-1.77191,-11.5174
0.114453,-0.225516,-5.38016,-11.0019
0.0864476,0.289948,-5.38016,-11.0019
0.0814317,0.805411,-5.38016,-11.0019
0.111631,-0.74098,-4.86469,-11.0019
0.142121,-0.225516,-4.86469,-11.0019
0.13023,0.289948,-4.86469,-11.0019
0.115584,0.805411,-4.86469,-11.0019
0.111312,-0.74098,-4.34923,-11.0019
0.128576,-0.225516,-4.34923,-11.0019
0.153145,0.289948,-4.34923,-11.0019
0.152378,0.805411,-4.34923,-11.0019
0.142218,1.32088,-4.34923,-11.0019
0.100088,-0.74098,-3.83376,-11.0019
0.107292,-0.225516,-3.83376,-11.0019
0.152591,0.289948,-3.83376,-11.0019
0.18823,0.805411,-3.83376,-11.0019
0.201676,1.32088,-3.83376,-11.0019
0.192091,1.83634,-3.83376,-11.0019
0.10829,-0.74098,-3.3183,-11.0019
0.0868785,-0.225516,-3.3183,-11.0019
0.144922,0.289948,-3.3183,-11.0019
0.215355,0.805411,-3.3183,-11.0019
0.252108,1.32088,-3.3183,-11.0019
0.256129,1.83634,-3.3183,-11.0019
0.0545921,-1.25644,-2.80284,-11.0019
0.0575021,-0.74098,-2.80284,-11.0019
0.050701,-0.225516,-2.80284,-11.0019
0.227277,0.805411,-2.80284,-11.0019
0.309839,1.32088,-2.80284,-11.0019
0.309705,1.83634,-2.80284,-11.0019
0.0716158,-1.77191,-2.28737,-11.0019
0.0602813,-1.25644,-2.28737,-11.0019
0.0378812,-0.74098,-2.28737,-11.0019
0.329776,1.32088,-2.28737,-11.0019
0.363163,1.83634,-2.28737,-11.0019
0.0756911,-1.77191,-1.77191,-11.0019
0.316381,1.83634,-1.77191,-11.0019
0.2091,1.83634,-1.25644,-11.0019
0.166424,-0.225516,-5.89562,-10.4865
0.179863,0.289948,-5.89562,-10.4865
0.0799486,-0.74098,-5.38016,-10.4865
0.116464,-0.225516,-5.38016,-10.4865
0.107795,0.289948,-5.38016,-10.4865
0.0857028,0.805411,-5.38016,-10.4865
-0.0309907,-1.25644,-4.86469,-10.4865
0.106192,-0.74098,-4.86469,-10.4865
0.13617,-0.225516,-4.86469,-10.4865
0.130631,0.289948,-4.86469,-10.4865
0.120258,0.805411,-4.86469,-10.4865
0.127701,1.32088,-4.86469,-10.4865
0.103035,-0.74098,-4.34923,-10.4865
0.129286,-0.225516,-4.34923,-10.4865
0.146947,0.289948,-4.34923,-10.4865
0.149273,0.805411,-4.34923,-10.4865
0.147821,1.32088,-4.34923,-10.4865
0.0843951,-0.74098,-3.83376,-10.4865
0.110982,-0.225516,-3.83376,-10.4865
0.153217,0.289948,-3.83376,-10.4865
0.177781,0.805411,-3.83376,-10.4865
0.189256,1.32088,-3.83376,-10.4865
0.175218,1.83634,-3.83376,-10.4865
0.0775973,-1.25644,-3.3183,-10.4865
0.0880121,-0.74098,-3.3183,-10.4865
0.0845879,-0.225516,-3.3183,-10.4865
0.137714,0.289948,-3.3183,-10.4865
0.193742,0.805411,-3.3183,-10.4865
0.223842,1.32088,-3.3183,-10.4865
0.226787,1.83634,-3.3183,-10.4865
0.0426744,-1.25644,-2.80284,-10.4865
0.0579604,-0.74098,-2.80284,-10.4865
0.0491019,-0.225516,-2.80284,-10.4865
0.212916,0.805411,-2.80284,-10.4865
0.28797,1.32088,-2.80284,-10.4865
0.288603,1.83634,-2.80284,-10.4865
0.284618,2.3518,-2.80284,-10.4865
0.0549361,-1.77191,-2.28737,-10.4865
0.0602811,-1.25644,-2.28737,-10.4865
0.061674,-0.74098,-2.28737,-10.4865
0.294299,1.32088,-2.28737,-10.4865
0.324985,1.83634,-2.28737,-10.4865
0.356046,2.3518,-2.28737,-10.4865
0.0753378,-1.77191,-1.77191,-10.4865
0.27204,1.83634,-1.77191,-10.4865
0.349824,2.3518,-1.77191,-10.4865
0.112643,1.83634,-1.25644,-10.4865
0.220047,-5.38016,-0.74098,-10.4865
0.0821055,-5.38016,-0.225516,-10.4865
