Specific Ventilation,x,y,z
0.391433,2.80231,0.195511,-8.52098
0.357798,2.80231,0.716871,-8.52098
0.434585,3.32367,0.716871,-8.52098
0.398235,3.32367,1.23823,-8.52098
0,-0.32585,1.75959,-8.52098
0,0.195511,1.75959,-8.52098
0,0.716871,1.75959,-8.52098
0.368793,3.32367,1.75959,-8.52098
0.441746,3.84503,1.75959,-8.52098
0,-0.32585,2.28095,-8.52098
0,0.195511,2.28095,-8.52098
0.191585,1.75959,-0.32585,-7.99962
0.280601,2.28095,-0.32585,-7.99962
0.335964,2.80231,-0.32585,-7.99962
0.235203,2.28095,0.195511,-7.99962
0.341464,2.80231,0.195511,-7.99962
0.401779,3.32367,0.195511,-7.99962
0.308921,2.80231,0.716871,-7.99962
0.372666,3.32367,0.716871,-7.99962
0.435494,3.84503,0.716871,-7.99962
0.103511,0.716871,1.23823,-7.99962
0.192183,1.23823,1.23823,-7.99962
0.305701,2.80231,1.23823,-7.99962
0.36484,3.32367,1.23823,-7.99962
0.425742,3.84503,1.23823,-7.99962
0.145446,-0.32585,1.75959,-7.99962
0.236685,0.195511,1.75959,-7.99962
0.33725,0.716871,1.75959,-7.99962
0.353365,3.32367,1.75959,-7.99962
0.424311,3.84503,1.75959,-7.99962
0.321106,-0.32585,2.28095,-7.99962
0.389119,3.84503,2.28095,-7.99962
0.372601,3.84503,2.80231,-7.99962
0,3.84503,3.32367,-7.99962
0.280843,2.28095,-0.32585,-7.47826
0.319011,2.80231,-0.32585,-7.47826
0.362709,3.32367,-0.32585,-7.47826
0.207254,1.75959,0.195511,-7.47826
0.232062,2.28095,0.195511,-7.47826
0.301549,2.80231,0.195511,-7.47826
0.351649,3.32367,0.195511,-7.47826
0.401644,3.84503,0.195511,-7.47826
0.200775,1.75959,0.716871,-7.47826
0.200147,2.28095,0.716871,-7.47826
0.275654,2.80231,0.716871,-7.47826
0.331141,3.32367,0.716871,-7.47826
0.38249,3.84503,0.716871,-7.47826
0.413138,4.36639,0.716871,-7.47826
0.203768,0.716871,1.23823,-7.47826
0.236721,1.23823,1.23823,-7.47826
0.27502,2.80231,1.23823,-7.47826
0.327908,3.32367,1.23823,-7.47826
0.377325,3.84503,1.23823,-7.47826
0.408913,4.36639,1.23823,-7.47826
0.195012,-0.84721,1.75959,-7.47826
0.233419,-0.32585,1.75959,-7.47826
0.315935,0.195511,1.75959,-7.47826
0.430791,0.716871,1.75959,-7.47826
0.322321,3.32367,1.75959,-7.47826
0.382989,3.84503,1.75959,-7.47826
0.418602,4.36639,1.75959,-7.47826
0.410684,-0.32585,2.28095,-7.47826
0.27872,3.32367,2.28095,-7.47826
0.357669,3.84503,2.28095,-7.47826
0.420234,4.36639,2.28095,-7.47826
0.333617,3.84503,2.80231,-7.47826
0.376821,4.36639,2.80231,-7.47826
