Specific Venitlation, x, y, z, left_lung, right_lung, left_lung_upper, left_lung_lower, right_lung_upper, right_lung_lower
1.723889999999999867e-01,-4.289500000000000313e+00,-1.382169999999999987e+01,-1.284190000000000076e+01,1.723889999999999867e-01,nan,1.723889999999999867e-01,nan,nan,nan
1.222130000000000022e-01,5.242720000000000269e+00,-1.382169999999999987e+01,-1.284190000000000076e+01,nan,1.222130000000000022e-01,nan,nan,nan,1.222130000000000022e-01
1.182509999999999950e-01,6.195949999999999847e+00,-1.382169999999999987e+01,-1.284190000000000076e+01,nan,1.182509999999999950e-01,nan,nan,nan,1.182509999999999950e-01
1.007669999999999955e-01,-7.149169999999999803e+00,-1.286849999999999916e+01,-1.284190000000000076e+01,1.007669999999999955e-01,nan,1.007669999999999955e-01,nan,nan,nan
1.061760000000000065e-01,-6.195949999999999847e+00,-1.286849999999999916e+01,-1.284190000000000076e+01,1.061760000000000065e-01,nan,1.061760000000000065e-01,nan,nan,nan
1.379180000000000128e-01,-5.242729999999999890e+00,-1.286849999999999916e+01,-1.284190000000000076e+01,1.379180000000000128e-01,nan,1.379180000000000128e-01,nan,nan,nan
9.114840000000000442e-02,4.289500000000000313e+00,-1.286849999999999916e+01,-1.284190000000000076e+01,nan,9.114840000000000442e-02,nan,nan,nan,9.114840000000000442e-02
1.493009999999999893e-01,5.242720000000000269e+00,-1.286849999999999916e+01,-1.284190000000000076e+01,nan,1.493009999999999893e-01,nan,nan,nan,1.493009999999999893e-01
1.504709999999999936e-01,6.195949999999999847e+00,-1.286849999999999916e+01,-1.284190000000000076e+01,nan,1.504709999999999936e-01,nan,nan,nan,1.504709999999999936e-01
1.566589999999999927e-01,7.149169999999999803e+00,-1.286849999999999916e+01,-1.284190000000000076e+01,nan,1.566589999999999927e-01,nan,nan,nan,1.566589999999999927e-01
1.001210000000000017e-01,-7.149169999999999803e+00,-1.191530000000000022e+01,-1.284190000000000076e+01,1.001210000000000017e-01,nan,1.001210000000000017e-01,nan,nan,nan
