Specific Venitlation, x, y, z, left_lung, right_lung, left_lung_upper, left_lung_lower, right_lung_upper, right_lung_lower
1.114730000000000026e-01,-1.430120000000000058e+00,-1.191760000000000019e+01,-4.163879999999999804e-01,1.114730000000000026e-01,nan,1.114730000000000026e-01,nan,nan,nan
4.538500000000000173e-02,-4.767060000000000186e-01,-1.191760000000000019e+01,-4.163879999999999804e-01,4.538500000000000173e-02,nan,4.538500000000000173e-02,nan,nan,nan
3.627049999999999719e-02,2.383529999999999927e+00,-1.191760000000000019e+01,-4.163879999999999804e-01,nan,3.627049999999999719e-02,nan,nan,nan,3.627049999999999719e-02
3.627149999999999819e-02,3.336939999999999795e+00,-1.191760000000000019e+01,-4.163879999999999804e-01,nan,3.627149999999999819e-02,nan,nan,nan,3.627149999999999819e-02
3.685000000000000081e-02,4.290350000000000108e+00,-1.191760000000000019e+01,-4.163879999999999804e-01,nan,3.685000000000000081e-02,nan,nan,nan,3.685000000000000081e-02
5.638540000000000219e-02,5.243759999999999977e+00,-1.191760000000000019e+01,-4.163879999999999804e-01,nan,5.638540000000000219e-02,nan,nan,nan,5.638540000000000219e-02
6.287220000000000308e-02,6.197169999999999845e+00,-1.191760000000000019e+01,-4.163879999999999804e-01,nan,6.287220000000000308e-02,nan,nan,nan,6.287220000000000308e-02
5.628650000000000320e-02,7.150579999999999714e+00,-1.191760000000000019e+01,-4.163879999999999804e-01,nan,5.628650000000000320e-02,nan,nan,nan,5.628650000000000320e-02
4.875249999999999723e-02,8.103989999999999583e+00,-1.191760000000000019e+01,-4.163879999999999804e-01,nan,4.875249999999999723e-02,nan,nan,nan,4.875249999999999723e-02
4.082000000000000212e-02,9.057399999999999451e+00,-1.191760000000000019e+01,-4.163879999999999804e-01,nan,4.082000000000000212e-02,nan,nan,nan,4.082000000000000212e-02
3.678499999999999825e-02,1.001079999999999970e+01,-1.191760000000000019e+01,-4.163879999999999804e-01,nan,3.678499999999999825e-02,nan,nan,nan,3.678499999999999825e-02
2.177360000000000059e-02,1.096419999999999995e+01,-1.191760000000000019e+01,-4.163879999999999804e-01,nan,2.177360000000000059e-02,nan,nan,nan,2.177360000000000059e-02
1.900200000000000153e-02,1.191760000000000019e+01,-1.191760000000000019e+01,-4.163879999999999804e-01,nan,1.900200000000000153e-02,nan,nan,nan,1.900200000000000153e-02
-5.513850000000000001e-02,-9.057399999999999451e+00,-1.096419999999999995e+01,-4.163879999999999804e-01,-5.513850000000000001e-02,nan,-5.513850000000000001e-02,nan,nan,nan
2.082080000000000042e-01,-8.103989999999999583e+00,-1.096419999999999995e+01,-4.163879999999999804e-01,2.082080000000000042e-01,nan,2.082080000000000042e-01,nan,nan,nan
2.559310000000000196e-01,-7.150579999999999714e+00,-1.096419999999999995e+01,-4.163879999999999804e-01,2.559310000000000196e-01,nan,2.559310000000000196e-01,nan,nan,nan
2.650279999999999858e-01,-6.197169999999999845e+00,-1.096419999999999995e+01,-4.163879999999999804e-01,2.650279999999999858e-01,nan,2.650279999999999858e-01,nan,nan,nan
2.291400000000000103e-01,-5.243759999999999977e+00,-1.096419999999999995e+01,-4.163879999999999804e-01,2.291400000000000103e-01,nan,2.291400000000000103e-01,nan,nan,nan
2.078969999999999985e-01,-4.290350000000000108e+00,-1.096419999999999995e+01,-4.163879999999999804e-01,2.078969999999999985e-01,nan,2.078969999999999985e-01,nan,nan,nan
2.217089999999999894e-01,-3.336939999999999795e+00,-1.096419999999999995e+01,-4.163879999999999804e-01,2.217089999999999894e-01,nan,2.217089999999999894e-01,nan,nan,nan
2.253749999999999920e-01,-2.383529999999999927e+00,-1.096419999999999995e+01,-4.163879999999999804e-01,2.253749999999999920e-01,nan,2.253749999999999920e-01,nan,nan,nan
1.714859999999999995e-01,-1.430120000000000058e+00,-1.096419999999999995e+01,-4.163879999999999804e-01,1.714859999999999995e-01,nan,1.714859999999999995e-01,nan,nan,nan
9.740820000000000034e-02,-4.767060000000000186e-01,-1.096419999999999995e+01,-4.163879999999999804e-01,9.740820000000000034e-02,nan,9.740820000000000034e-02,nan,nan,nan
6.222599999999999659e-02,4.767060000000000186e-01,-1.096419999999999995e+01,-4.163879999999999804e-01,nan,6.222599999999999659e-02,nan,nan,nan,6.222599999999999659e-02
1.902039999999999981e-02,2.383529999999999927e+00,-1.096419999999999995e+01,-4.163879999999999804e-01,nan,1.902039999999999981e-02,nan,nan,nan,1.902039999999999981e-02
2.165649999999999867e-02,3.336939999999999795e+00,-1.096419999999999995e+01,-4.163879999999999804e-01,nan,2.165649999999999867e-02,nan,nan,nan,2.165649999999999867e-02
1.720669999999999839e-02,4.290350000000000108e+00,-1.096419999999999995e+01,-4.163879999999999804e-01,nan,1.720669999999999839e-02,nan,nan,nan,1.720669999999999839e-02
4.075159999999999894e-02,5.243759999999999977e+00,-1.096419999999999995e+01,-4.163879999999999804e-01,nan,4.075159999999999894e-02,nan,nan,nan,4.075159999999999894e-02
5.380709999999999660e-02,6.197169999999999845e+00,-1.096419999999999995e+01,-4.163879999999999804e-01,nan,5.380709999999999660e-02,nan,nan,nan,5.380709999999999660e-02
5.763030000000000236e-02,7.150579999999999714e+00,-1.096419999999999995e+01,-4.163879999999999804e-01,nan,5.763030000000000236e-02,nan,nan,nan,5.763030000000000236e-02
6.472909999999999775e-02,8.103989999999999583e+00,-1.096419999999999995e+01,-4.163879999999999804e-01,nan,6.472909999999999775e-02,nan,nan,nan,6.472909999999999775e-02
5.845399999999999902e-02,9.057399999999999451e+00,-1.096419999999999995e+01,-4.163879999999999804e-01,nan,5.845399999999999902e-02,nan,nan,nan,5.845399999999999902e-02
5.655009999999999898e-02,1.001079999999999970e+01,-1.096419999999999995e+01,-4.163879999999999804e-01,nan,5.655009999999999898e-02,nan,nan,nan,5.655009999999999898e-02
3.688020000000000187e-02,1.096419999999999995e+01,-1.096419999999999995e+01,-4.163879999999999804e-01,nan,3.688020000000000187e-02,nan,nan,nan,3.688020000000000187e-02
1.520889999999999916e-02,1.191760000000000019e+01,-1.096419999999999995e+01,-4.163879999999999804e-01,nan,1.520889999999999916e-02,nan,nan,nan,1.520889999999999916e-02
-1.118939999999999935e-01,-9.057399999999999451e+00,-1.001079999999999970e+01,-4.163879999999999804e-01,-1.118939999999999935e-01,nan,-1.118939999999999935e-01,nan,nan,nan
1.959230000000000138e-01,-8.103989999999999583e+00,-1.001079999999999970e+01,-4.163879999999999804e-01,1.959230000000000138e-01,nan,1.959230000000000138e-01,nan,nan,nan
2.668400000000000216e-01,-7.150579999999999714e+00,-1.001079999999999970e+01,-4.163879999999999804e-01,2.668400000000000216e-01,nan,2.668400000000000216e-01,nan,nan,nan
2.903879999999999795e-01,-6.197169999999999845e+00,-1.001079999999999970e+01,-4.163879999999999804e-01,2.903879999999999795e-01,nan,2.903879999999999795e-01,nan,nan,nan
2.667269999999999919e-01,-5.243759999999999977e+00,-1.001079999999999970e+01,-4.163879999999999804e-01,2.667269999999999919e-01,nan,2.667269999999999919e-01,nan,nan,nan
2.609460000000000113e-01,-4.290350000000000108e+00,-1.001079999999999970e+01,-4.163879999999999804e-01,2.609460000000000113e-01,nan,2.609460000000000113e-01,nan,nan,nan
2.871520000000000183e-01,-3.336939999999999795e+00,-1.001079999999999970e+01,-4.163879999999999804e-01,2.871520000000000183e-01,nan,2.871520000000000183e-01,nan,nan,nan
2.828970000000000096e-01,-2.383529999999999927e+00,-1.001079999999999970e+01,-4.163879999999999804e-01,2.828970000000000096e-01,nan,2.828970000000000096e-01,nan,nan,nan
1.834310000000000107e-01,-1.430120000000000058e+00,-1.001079999999999970e+01,-4.163879999999999804e-01,1.834310000000000107e-01,nan,1.834310000000000107e-01,nan,nan,nan
9.287549999999999972e-02,-4.767060000000000186e-01,-1.001079999999999970e+01,-4.163879999999999804e-01,9.287549999999999972e-02,nan,9.287549999999999972e-02,nan,nan,nan
3.825490000000000140e-02,5.243759999999999977e+00,-1.001079999999999970e+01,-4.163879999999999804e-01,nan,3.825490000000000140e-02,nan,nan,nan,3.825490000000000140e-02
5.588800000000000018e-02,6.197169999999999845e+00,-1.001079999999999970e+01,-4.163879999999999804e-01,nan,5.588800000000000018e-02,nan,nan,nan,5.588800000000000018e-02
6.983240000000000280e-02,7.150579999999999714e+00,-1.001079999999999970e+01,-4.163879999999999804e-01,nan,6.983240000000000280e-02,nan,nan,nan,6.983240000000000280e-02
8.476359999999999451e-02,8.103989999999999583e+00,-1.001079999999999970e+01,-4.163879999999999804e-01,nan,8.476359999999999451e-02,nan,nan,nan,8.476359999999999451e-02
7.481279999999999875e-02,9.057399999999999451e+00,-1.001079999999999970e+01,-4.163879999999999804e-01,nan,7.481279999999999875e-02,nan,nan,nan,7.481279999999999875e-02
6.921670000000000600e-02,1.001079999999999970e+01,-1.001079999999999970e+01,-4.163879999999999804e-01,nan,6.921670000000000600e-02,nan,nan,nan,6.921670000000000600e-02
4.292979999999999713e-02,1.096419999999999995e+01,-1.001079999999999970e+01,-4.163879999999999804e-01,nan,4.292979999999999713e-02,nan,nan,nan,4.292979999999999713e-02
-2.410990000000000077e-01,-9.057399999999999451e+00,-9.057399999999999451e+00,-4.163879999999999804e-01,-2.410990000000000077e-01,nan,-2.410990000000000077e-01,nan,nan,nan
1.418530000000000069e-01,-8.103989999999999583e+00,-9.057399999999999451e+00,-4.163879999999999804e-01,1.418530000000000069e-01,nan,1.418530000000000069e-01,nan,nan,nan
2.449830000000000063e-01,-7.150579999999999714e+00,-9.057399999999999451e+00,-4.163879999999999804e-01,2.449830000000000063e-01,nan,2.449830000000000063e-01,nan,nan,nan
2.876889999999999725e-01,-6.197169999999999845e+00,-9.057399999999999451e+00,-4.163879999999999804e-01,2.876889999999999725e-01,nan,2.876889999999999725e-01,nan,nan,nan
2.814900000000000180e-01,-5.243759999999999977e+00,-9.057399999999999451e+00,-4.163879999999999804e-01,2.814900000000000180e-01,nan,2.814900000000000180e-01,nan,nan,nan
2.898169999999999913e-01,-4.290350000000000108e+00,-9.057399999999999451e+00,-4.163879999999999804e-01,2.898169999999999913e-01,nan,2.898169999999999913e-01,nan,nan,nan
3.202880000000000171e-01,-3.336939999999999795e+00,-9.057399999999999451e+00,-4.163879999999999804e-01,3.202880000000000171e-01,nan,3.202880000000000171e-01,nan,nan,nan
2.858660000000000090e-01,-2.383529999999999927e+00,-9.057399999999999451e+00,-4.163879999999999804e-01,2.858660000000000090e-01,nan,2.858660000000000090e-01,nan,nan,nan
5.207919999999999910e-02,5.243759999999999977e+00,-9.057399999999999451e+00,-4.163879999999999804e-01,nan,5.207919999999999910e-02,nan,nan,nan,5.207919999999999910e-02
6.449320000000000053e-02,6.197169999999999845e+00,-9.057399999999999451e+00,-4.163879999999999804e-01,nan,6.449320000000000053e-02,nan,nan,nan,6.449320000000000053e-02
7.753490000000000382e-02,7.150579999999999714e+00,-9.057399999999999451e+00,-4.163879999999999804e-01,nan,7.753490000000000382e-02,nan,nan,nan,7.753490000000000382e-02
9.715809999999999724e-02,8.103989999999999583e+00,-9.057399999999999451e+00,-4.163879999999999804e-01,nan,9.715809999999999724e-02,nan,nan,nan,9.715809999999999724e-02
8.502899999999999348e-02,9.057399999999999451e+00,-9.057399999999999451e+00,-4.163879999999999804e-01,nan,8.502899999999999348e-02,nan,nan,nan,8.502899999999999348e-02
7.552269999999999817e-02,1.001079999999999970e+01,-9.057399999999999451e+00,-4.163879999999999804e-01,nan,7.552269999999999817e-02,nan,nan,nan,7.552269999999999817e-02
4.117400000000000226e-02,1.096419999999999995e+01,-9.057399999999999451e+00,-4.163879999999999804e-01,nan,4.117400000000000226e-02,nan,nan,nan,4.117400000000000226e-02
-3.216060000000000030e-01,-9.057399999999999451e+00,-8.103989999999999583e+00,-4.163879999999999804e-01,-3.216060000000000030e-01,nan,-3.216060000000000030e-01,nan,nan,nan
7.970570000000000432e-02,-8.103989999999999583e+00,-8.103989999999999583e+00,-4.163879999999999804e-01,7.970570000000000432e-02,nan,7.970570000000000432e-02,nan,nan,nan
2.128339999999999954e-01,-7.150579999999999714e+00,-8.103989999999999583e+00,-4.163879999999999804e-01,2.128339999999999954e-01,nan,2.128339999999999954e-01,nan,nan,nan
2.699739999999999918e-01,-6.197169999999999845e+00,-8.103989999999999583e+00,-4.163879999999999804e-01,2.699739999999999918e-01,nan,2.699739999999999918e-01,nan,nan,nan
2.750509999999999899e-01,-5.243759999999999977e+00,-8.103989999999999583e+00,-4.163879999999999804e-01,2.750509999999999899e-01,nan,2.750509999999999899e-01,nan,nan,nan
2.869329999999999936e-01,-4.290350000000000108e+00,-8.103989999999999583e+00,-4.163879999999999804e-01,2.869329999999999936e-01,nan,2.869329999999999936e-01,nan,nan,nan
3.074399999999999911e-01,-3.336939999999999795e+00,-8.103989999999999583e+00,-4.163879999999999804e-01,3.074399999999999911e-01,nan,3.074399999999999911e-01,nan,nan,nan
8.987140000000000406e-02,5.243759999999999977e+00,-8.103989999999999583e+00,-4.163879999999999804e-01,nan,8.987140000000000406e-02,nan,nan,nan,8.987140000000000406e-02
7.755389999999999506e-02,6.197169999999999845e+00,-8.103989999999999583e+00,-4.163879999999999804e-01,nan,7.755389999999999506e-02,nan,nan,nan,7.755389999999999506e-02
7.977729999999999544e-02,7.150579999999999714e+00,-8.103989999999999583e+00,-4.163879999999999804e-01,nan,7.977729999999999544e-02,nan,nan,nan,7.977729999999999544e-02
1.008079999999999948e-01,8.103989999999999583e+00,-8.103989999999999583e+00,-4.163879999999999804e-01,nan,1.008079999999999948e-01,nan,nan,nan,1.008079999999999948e-01
8.646959999999999369e-02,9.057399999999999451e+00,-8.103989999999999583e+00,-4.163879999999999804e-01,nan,8.646959999999999369e-02,nan,nan,nan,8.646959999999999369e-02
7.271020000000000261e-02,1.001079999999999970e+01,-8.103989999999999583e+00,-4.163879999999999804e-01,nan,7.271020000000000261e-02,nan,nan,nan,7.271020000000000261e-02
1.744539999999999980e-02,1.096419999999999995e+01,-8.103989999999999583e+00,-4.163879999999999804e-01,nan,1.744539999999999980e-02,nan,nan,nan,1.744539999999999980e-02
7.320029999999999940e-03,-8.103989999999999583e+00,-7.150579999999999714e+00,-4.163879999999999804e-01,7.320029999999999940e-03,nan,7.320029999999999940e-03,nan,nan,nan
1.836000000000000132e-01,-7.150579999999999714e+00,-7.150579999999999714e+00,-4.163879999999999804e-01,1.836000000000000132e-01,nan,1.836000000000000132e-01,nan,nan,nan
2.587949999999999973e-01,-6.197169999999999845e+00,-7.150579999999999714e+00,-4.163879999999999804e-01,2.587949999999999973e-01,nan,2.587949999999999973e-01,nan,nan,nan
3.087400000000000144e-01,-5.243759999999999977e+00,-7.150579999999999714e+00,-4.163879999999999804e-01,3.087400000000000144e-01,nan,3.087400000000000144e-01,nan,nan,nan
2.862089999999999912e-01,-4.290350000000000108e+00,-7.150579999999999714e+00,-4.163879999999999804e-01,2.862089999999999912e-01,nan,2.862089999999999912e-01,nan,nan,nan
7.446919999999999928e-02,6.197169999999999845e+00,-7.150579999999999714e+00,-4.163879999999999804e-01,nan,7.446919999999999928e-02,nan,nan,nan,7.446919999999999928e-02
8.015869999999999940e-02,7.150579999999999714e+00,-7.150579999999999714e+00,-4.163879999999999804e-01,nan,8.015869999999999940e-02,nan,nan,nan,8.015869999999999940e-02
1.096509999999999985e-01,8.103989999999999583e+00,-7.150579999999999714e+00,-4.163879999999999804e-01,nan,1.096509999999999985e-01,nan,nan,nan,1.096509999999999985e-01
1.057590000000000058e-01,9.057399999999999451e+00,-7.150579999999999714e+00,-4.163879999999999804e-01,nan,1.057590000000000058e-01,nan,nan,nan,1.057590000000000058e-01
9.156540000000000512e-02,1.001079999999999970e+01,-7.150579999999999714e+00,-4.163879999999999804e-01,nan,9.156540000000000512e-02,nan,nan,nan,9.156540000000000512e-02
-2.606590000000000209e-03,1.096419999999999995e+01,-7.150579999999999714e+00,-4.163879999999999804e-01,nan,-2.606590000000000209e-03,nan,nan,nan,-2.606590000000000209e-03
-3.694680000000000186e-02,-8.103989999999999583e+00,-6.197169999999999845e+00,-4.163879999999999804e-01,-3.694680000000000186e-02,nan,-3.694680000000000186e-02,nan,nan,nan
2.108549999999999869e-01,-7.150579999999999714e+00,-6.197169999999999845e+00,-4.163879999999999804e-01,2.108549999999999869e-01,nan,2.108549999999999869e-01,nan,nan,nan
2.759539999999999771e-01,-6.197169999999999845e+00,-6.197169999999999845e+00,-4.163879999999999804e-01,2.759539999999999771e-01,nan,2.759539999999999771e-01,nan,nan,nan
3.487179999999999724e-01,-5.243759999999999977e+00,-6.197169999999999845e+00,-4.163879999999999804e-01,3.487179999999999724e-01,nan,3.487179999999999724e-01,nan,nan,nan
8.786660000000000303e-02,6.197169999999999845e+00,-6.197169999999999845e+00,-4.163879999999999804e-01,nan,8.786660000000000303e-02,nan,nan,nan,8.786660000000000303e-02
9.164559999999999373e-02,7.150579999999999714e+00,-6.197169999999999845e+00,-4.163879999999999804e-01,nan,9.164559999999999373e-02,nan,nan,nan,9.164559999999999373e-02
1.198150000000000048e-01,8.103989999999999583e+00,-6.197169999999999845e+00,-4.163879999999999804e-01,nan,1.198150000000000048e-01,nan,nan,nan,1.198150000000000048e-01
1.201060000000000044e-01,9.057399999999999451e+00,-6.197169999999999845e+00,-4.163879999999999804e-01,nan,1.201060000000000044e-01,nan,nan,nan,1.201060000000000044e-01
1.044439999999999952e-01,1.001079999999999970e+01,-6.197169999999999845e+00,-4.163879999999999804e-01,nan,1.044439999999999952e-01,nan,nan,nan,1.044439999999999952e-01
-3.773119999999999946e-02,1.096419999999999995e+01,-6.197169999999999845e+00,-4.163879999999999804e-01,nan,-3.773119999999999946e-02,nan,nan,nan,-3.773119999999999946e-02
3.439440000000000275e-01,-7.150579999999999714e+00,-5.243759999999999977e+00,-4.163879999999999804e-01,3.439440000000000275e-01,nan,3.439440000000000275e-01,nan,nan,nan
3.880759999999999765e-01,-6.197169999999999845e+00,-5.243759999999999977e+00,-4.163879999999999804e-01,3.880759999999999765e-01,nan,3.880759999999999765e-01,nan,nan,nan
4.420649999999999857e-01,-5.243759999999999977e+00,-5.243759999999999977e+00,-4.163879999999999804e-01,4.420649999999999857e-01,nan,4.420649999999999857e-01,nan,nan,nan
8.143880000000000563e-02,6.197169999999999845e+00,-5.243759999999999977e+00,-4.163879999999999804e-01,nan,8.143880000000000563e-02,nan,nan,nan,8.143880000000000563e-02
1.010790000000000022e-01,7.150579999999999714e+00,-5.243759999999999977e+00,-4.163879999999999804e-01,nan,1.010790000000000022e-01,nan,nan,nan,1.010790000000000022e-01
1.292909999999999893e-01,8.103989999999999583e+00,-5.243759999999999977e+00,-4.163879999999999804e-01,nan,1.292909999999999893e-01,nan,nan,nan,1.292909999999999893e-01
1.220900000000000041e-01,9.057399999999999451e+00,-5.243759999999999977e+00,-4.163879999999999804e-01,nan,1.220900000000000041e-01,nan,nan,nan,1.220900000000000041e-01
9.068919999999999759e-02,1.001079999999999970e+01,-5.243759999999999977e+00,-4.163879999999999804e-01,nan,9.068919999999999759e-02,nan,nan,nan,9.068919999999999759e-02
5.852669999999999817e-01,-6.197169999999999845e+00,-4.290350000000000108e+00,-4.163879999999999804e-01,5.852669999999999817e-01,nan,5.852669999999999817e-01,nan,nan,nan
7.334999999999999853e-02,6.197169999999999845e+00,-4.290350000000000108e+00,-4.163879999999999804e-01,nan,7.334999999999999853e-02,nan,nan,nan,7.334999999999999853e-02
1.054039999999999977e-01,7.150579999999999714e+00,-4.290350000000000108e+00,-4.163879999999999804e-01,nan,1.054039999999999977e-01,nan,nan,nan,1.054039999999999977e-01
1.257639999999999869e-01,8.103989999999999583e+00,-4.290350000000000108e+00,-4.163879999999999804e-01,nan,1.257639999999999869e-01,nan,nan,nan,1.257639999999999869e-01
8.474509999999999543e-01,-6.197169999999999845e+00,-3.336939999999999795e+00,-4.163879999999999804e-01,8.474509999999999543e-01,nan,8.474509999999999543e-01,nan,nan,nan
9.532980000000000620e-02,6.197169999999999845e+00,-3.336939999999999795e+00,-4.163879999999999804e-01,nan,9.532980000000000620e-02,nan,nan,nan,9.532980000000000620e-02
9.694239999999999802e-02,7.150579999999999714e+00,-3.336939999999999795e+00,-4.163879999999999804e-01,nan,9.694239999999999802e-02,nan,nan,nan,9.694239999999999802e-02
8.961959999999999371e-02,8.103989999999999583e+00,-3.336939999999999795e+00,-4.163879999999999804e-01,nan,8.961959999999999371e-02,nan,nan,nan,8.961959999999999371e-02
6.127880000000000132e-02,6.197169999999999845e+00,-2.383529999999999927e+00,-4.163879999999999804e-01,nan,6.127880000000000132e-02,nan,nan,nan,6.127880000000000132e-02
7.672139999999999516e-02,7.150579999999999714e+00,-2.383529999999999927e+00,-4.163879999999999804e-01,nan,7.672139999999999516e-02,nan,nan,nan,7.672139999999999516e-02
8.577940000000000564e-02,6.197169999999999845e+00,-1.430120000000000058e+00,-4.163879999999999804e-01,nan,8.577940000000000564e-02,nan,nan,nan,8.577940000000000564e-02
1.267069999999999863e-01,5.243759999999999977e+00,-4.767060000000000186e-01,-4.163879999999999804e-01,nan,1.267069999999999863e-01,nan,nan,nan,1.267069999999999863e-01
-3.606279999999999902e-02,-6.197169999999999845e+00,-1.859149999999999991e+01,5.370239999999999458e-01,-3.606279999999999902e-02,nan,-3.606279999999999902e-02,nan,nan,nan
-1.037369999999999959e-02,-5.243759999999999977e+00,-1.859149999999999991e+01,5.370239999999999458e-01,-1.037369999999999959e-02,nan,-1.037369999999999959e-02,nan,nan,nan
4.572010000000000158e-04,-4.290350000000000108e+00,-1.859149999999999991e+01,5.370239999999999458e-01,4.572010000000000158e-04,nan,4.572010000000000158e-04,nan,nan,nan
6.581710000000000164e-03,-3.336939999999999795e+00,-1.859149999999999991e+01,5.370239999999999458e-01,6.581710000000000164e-03,nan,6.581710000000000164e-03,nan,nan,nan
7.561579999999999691e-02,-7.150579999999999714e+00,-1.763810000000000144e+01,5.370239999999999458e-01,7.561579999999999691e-02,nan,7.561579999999999691e-02,nan,nan,nan
1.033580000000000054e-01,-6.197169999999999845e+00,-1.763810000000000144e+01,5.370239999999999458e-01,1.033580000000000054e-01,nan,1.033580000000000054e-01,nan,nan,nan
1.227879999999999944e-01,-5.243759999999999977e+00,-1.763810000000000144e+01,5.370239999999999458e-01,1.227879999999999944e-01,nan,1.227879999999999944e-01,nan,nan,nan
1.216359999999999941e-01,-4.290350000000000108e+00,-1.763810000000000144e+01,5.370239999999999458e-01,1.216359999999999941e-01,nan,1.216359999999999941e-01,nan,nan,nan
1.091450000000000059e-01,-3.336939999999999795e+00,-1.763810000000000144e+01,5.370239999999999458e-01,1.091450000000000059e-01,nan,1.091450000000000059e-01,nan,nan,nan
8.073039999999999383e-02,-2.383529999999999927e+00,-1.763810000000000144e+01,5.370239999999999458e-01,8.073039999999999383e-02,nan,8.073039999999999383e-02,nan,nan,nan
6.031460000000000293e-02,-1.430120000000000058e+00,-1.763810000000000144e+01,5.370239999999999458e-01,6.031460000000000293e-02,nan,6.031460000000000293e-02,nan,nan,nan
-8.639569999999999195e-03,7.150579999999999714e+00,-1.763810000000000144e+01,5.370239999999999458e-01,nan,-8.639569999999999195e-03,nan,nan,nan,-8.639569999999999195e-03
-2.829080000000000136e-02,8.103989999999999583e+00,-1.763810000000000144e+01,5.370239999999999458e-01,nan,-2.829080000000000136e-02,nan,nan,nan,-2.829080000000000136e-02
-2.473890000000000117e-02,9.057399999999999451e+00,-1.763810000000000144e+01,5.370239999999999458e-01,nan,-2.473890000000000117e-02,nan,nan,nan,-2.473890000000000117e-02
1.093650000000000039e-01,-8.103989999999999583e+00,-1.668469999999999942e+01,5.370239999999999458e-01,1.093650000000000039e-01,nan,1.093650000000000039e-01,nan,nan,nan
1.324369999999999992e-01,-7.150579999999999714e+00,-1.668469999999999942e+01,5.370239999999999458e-01,1.324369999999999992e-01,nan,1.324369999999999992e-01,nan,nan,nan
1.460980000000000056e-01,-6.197169999999999845e+00,-1.668469999999999942e+01,5.370239999999999458e-01,1.460980000000000056e-01,nan,1.460980000000000056e-01,nan,nan,nan
1.517320000000000058e-01,-5.243759999999999977e+00,-1.668469999999999942e+01,5.370239999999999458e-01,1.517320000000000058e-01,nan,1.517320000000000058e-01,nan,nan,nan
1.453740000000000032e-01,-4.290350000000000108e+00,-1.668469999999999942e+01,5.370239999999999458e-01,1.453740000000000032e-01,nan,1.453740000000000032e-01,nan,nan,nan
1.298469999999999902e-01,-3.336939999999999795e+00,-1.668469999999999942e+01,5.370239999999999458e-01,1.298469999999999902e-01,nan,1.298469999999999902e-01,nan,nan,nan
1.014489999999999975e-01,-2.383529999999999927e+00,-1.668469999999999942e+01,5.370239999999999458e-01,1.014489999999999975e-01,nan,1.014489999999999975e-01,nan,nan,nan
6.839389999999999359e-02,-1.430120000000000058e+00,-1.668469999999999942e+01,5.370239999999999458e-01,6.839389999999999359e-02,nan,6.839389999999999359e-02,nan,nan,nan
-1.121130000000000043e-02,5.243759999999999977e+00,-1.668469999999999942e+01,5.370239999999999458e-01,nan,-1.121130000000000043e-02,nan,nan,nan,-1.121130000000000043e-02
-7.303210000000000084e-03,6.197169999999999845e+00,-1.668469999999999942e+01,5.370239999999999458e-01,nan,-7.303210000000000084e-03,nan,nan,nan,-7.303210000000000084e-03
7.761220000000000098e-03,7.150579999999999714e+00,-1.668469999999999942e+01,5.370239999999999458e-01,nan,7.761220000000000098e-03,nan,nan,nan,7.761220000000000098e-03
2.815559999999999938e-02,8.103989999999999583e+00,-1.668469999999999942e+01,5.370239999999999458e-01,nan,2.815559999999999938e-02,nan,nan,nan,2.815559999999999938e-02
3.146779999999999716e-02,9.057399999999999451e+00,-1.668469999999999942e+01,5.370239999999999458e-01,nan,3.146779999999999716e-02,nan,nan,nan,3.146779999999999716e-02
2.239709999999999965e-02,1.001079999999999970e+01,-1.668469999999999942e+01,5.370239999999999458e-01,nan,2.239709999999999965e-02,nan,nan,nan,2.239709999999999965e-02
-3.243479999999999974e-02,1.096419999999999995e+01,-1.668469999999999942e+01,5.370239999999999458e-01,nan,-3.243479999999999974e-02,nan,nan,nan,-3.243479999999999974e-02
9.840540000000000398e-02,-9.057399999999999451e+00,-1.573129999999999917e+01,5.370239999999999458e-01,9.840540000000000398e-02,nan,9.840540000000000398e-02,nan,nan,nan
1.397079999999999989e-01,-8.103989999999999583e+00,-1.573129999999999917e+01,5.370239999999999458e-01,1.397079999999999989e-01,nan,1.397079999999999989e-01,nan,nan,nan
1.592669999999999919e-01,-7.150579999999999714e+00,-1.573129999999999917e+01,5.370239999999999458e-01,1.592669999999999919e-01,nan,1.592669999999999919e-01,nan,nan,nan
1.696830000000000005e-01,-6.197169999999999845e+00,-1.573129999999999917e+01,5.370239999999999458e-01,1.696830000000000005e-01,nan,1.696830000000000005e-01,nan,nan,nan
1.626450000000000118e-01,-5.243759999999999977e+00,-1.573129999999999917e+01,5.370239999999999458e-01,1.626450000000000118e-01,nan,1.626450000000000118e-01,nan,nan,nan
1.513230000000000131e-01,-4.290350000000000108e+00,-1.573129999999999917e+01,5.370239999999999458e-01,1.513230000000000131e-01,nan,1.513230000000000131e-01,nan,nan,nan
1.388550000000000062e-01,-3.336939999999999795e+00,-1.573129999999999917e+01,5.370239999999999458e-01,1.388550000000000062e-01,nan,1.388550000000000062e-01,nan,nan,nan
1.171719999999999984e-01,-2.383529999999999927e+00,-1.573129999999999917e+01,5.370239999999999458e-01,1.171719999999999984e-01,nan,1.171719999999999984e-01,nan,nan,nan
6.722599999999999409e-02,-1.430120000000000058e+00,-1.573129999999999917e+01,5.370239999999999458e-01,6.722599999999999409e-02,nan,6.722599999999999409e-02,nan,nan,nan
7.636689999999999798e-03,5.243759999999999977e+00,-1.573129999999999917e+01,5.370239999999999458e-01,nan,7.636689999999999798e-03,nan,nan,nan,7.636689999999999798e-03
