Specific Ventilation (mL/mL),x (mm),y (mm),z (mm)
0.0867599,3.42532,-15.1877,-20.2108
-0.0204905,6.52749,-15.1877,-20.2108
0.0345872,3.42532,-14.1537,-20.2108
-0.0408375,6.52749,-14.1537,-20.2108
-0.0562825,6.52749,-13.1196,-20.2108
-0.069166,6.52749,-12.0856,-20.2108
-0.0517214,6.52749,-11.0515,-20.2108
0.112659,6.52749,-17.2558,-19.1767
0.114733,6.52749,-16.2218,-19.1767
0.128501,7.56155,-16.2218,-19.1767
0.02952,2.39126,-15.1877,-19.1767
0.045416,3.42532,-15.1877,-19.1767
0.0318418,4.45937,-15.1877,-19.1767
0.0590715,5.49343,-15.1877,-19.1767
0.0671684,6.52749,-15.1877,-19.1767
0.0757829,7.56155,-15.1877,-19.1767
0.0398902,2.39126,-14.1537,-19.1767
0.030303,3.42532,-14.1537,-19.1767
0.00371802,4.45937,-14.1537,-19.1767
0.0299037,5.49343,-14.1537,-19.1767
0.040296,6.52749,-14.1537,-19.1767
0.0409153,7.56155,-14.1537,-19.1767
0.0229071,5.49343,-13.1196,-19.1767
0.0306663,6.52749,-13.1196,-19.1767
0.0240291,7.56155,-13.1196,-19.1767
0.0269706,6.52749,-12.0856,-19.1767
0.00719025,7.56155,-12.0856,-19.1767
0.0359771,6.52749,-11.0515,-19.1767
0.0707297,5.49343,-10.0174,-19.1767
0.039403,6.52749,-10.0174,-19.1767
0.115898,6.52749,-17.2558,-18.1426
0.126246,7.56155,-17.2558,-18.1426
0.0800106,5.49343,-16.2218,-18.1426
0.103169,6.52749,-16.2218,-18.1426
0.113484,7.56155,-16.2218,-18.1426
0.0896046,8.59561,-16.2218,-18.1426
0.00852478,1.3572,-15.1877,-18.1426
0.0238757,2.39126,-15.1877,-18.1426
0.028865,3.42532,-15.1877,-18.1426
0.0356712,4.45937,-15.1877,-18.1426
0.0563945,5.49343,-15.1877,-18.1426
0.0788495,6.52749,-15.1877,-18.1426
0.0893301,7.56155,-15.1877,-18.1426
0.0635058,8.59561,-15.1877,-18.1426
0.0267522,1.3572,-14.1537,-18.1426
0.0399198,2.39126,-14.1537,-18.1426
0.0149315,3.42532,-14.1537,-18.1426
0.0145051,4.45937,-14.1537,-18.1426
0.0367805,5.49343,-14.1537,-18.1426
0.0611162,6.52749,-14.1537,-18.1426
0.0738199,7.56155,-14.1537,-18.1426
0.0333238,5.49343,-13.1196,-18.1426
0.0555331,6.52749,-13.1196,-18.1426
0.0658081,7.56155,-13.1196,-18.1426
0.0591004,6.52749,-12.0856,-18.1426
0.0634039,7.56155,-12.0856,-18.1426
0.107341,5.49343,-11.0515,-18.1426
0.0813745,6.52749,-11.0515,-18.1426
0.120599,5.49343,-10.0174,-18.1426
0.103533,6.52749,-10.0174,-18.1426
0.183339,5.49343,-8.98338,-18.1426
0.106516,6.52749,-18.2899,-17.1086
0.14857,-3.81309,-17.2558,-17.1086
0.0770432,5.49343,-17.2558,-17.1086
0.100146,6.52749,-17.2558,-17.1086
0.10553,7.56155,-17.2558,-17.1086
0.169633,-4.84715,-16.2218,-17.1086
0.0674772,5.49343,-16.2218,-17.1086
0.0849145,6.52749,-16.2218,-17.1086
0.0914523,7.56155,-16.2218,-17.1086
0.0727192,8.59561,-16.2218,-17.1086
0.164852,-4.84715,-15.1877,-17.1086
0.0182621,1.3572,-15.1877,-17.1086
0.019595,2.39126,-15.1877,-17.1086
0.0226713,3.42532,-15.1877,-17.1086
0.0331111,4.45937,-15.1877,-17.1086
0.0506465,5.49343,-15.1877,-17.1086
0.0706157,6.52749,-15.1877,-17.1086
0.0796907,7.56155,-15.1877,-17.1086
0.0620027,8.59561,-15.1877,-17.1086
0.0464856,-4.84715,-14.1537,-17.1086
0.0310446,1.3572,-14.1537,-17.1086
0.0230596,2.39126,-14.1537,-17.1086
0.0112797,3.42532,-14.1537,-17.1086
0.020077,4.45937,-14.1537,-17.1086
0.0411113,5.49343,-14.1537,-17.1086
0.0652331,6.52749,-14.1537,-17.1086
0.0750695,7.56155,-14.1537,-17.1086
0.0608173,8.59561,-14.1537,-17.1086
0.0423911,5.49343,-13.1196,-17.1086
0.067542,6.52749,-13.1196,-17.1086
0.0775363,7.56155,-13.1196,-17.1086
0.0623574,8.59561,-13.1196,-17.1086
0.0437781,5.49343,-12.0856,-17.1086
0.0737586,6.52749,-12.0856,-17.1086
0.0829926,7.56155,-12.0856,-17.1086
0.10835,5.49343,-11.0515,-17.1086
0.0895391,6.52749,-11.0515,-17.1086
0.0881456,7.56155,-11.0515,-17.1086
0.113476,5.49343,-10.0174,-17.1086
0.0999548,6.52749,-10.0174,-17.1086
0.133314,5.49343,-8.98338,-17.1086
0.107823,6.52749,-8.98338,-17.1086
0.165848,5.49343,-7.94932,-17.1086
0.149162,-3.81309,-18.2899,-16.0745
0.101918,-2.77903,-18.2899,-16.0745
0.078552,5.49343,-18.2899,-16.0745
0.0898504,6.52749,-18.2899,-16.0745
0.0798716,7.56155,-18.2899,-16.0745
0.147624,-4.84715,-17.2558,-16.0745
0.192554,-3.81309,-17.2558,-16.0745
0.0703672,5.49343,-17.2558,-16.0745
0.0819253,6.52749,-17.2558,-16.0745
0.0792187,7.56155,-17.2558,-16.0745
0.0691743,8.59561,-17.2558,-16.0745
0.157977,-5.88121,-16.2218,-16.0745
0.160876,-4.84715,-16.2218,-16.0745
0.0419473,4.45937,-16.2218,-16.0745
0.056219,5.49343,-16.2218,-16.0745
0.066611,6.52749,-16.2218,-16.0745
0.0675199,7.56155,-16.2218,-16.0745
0.0546755,8.59561,-16.2218,-16.0745
0.160967,-5.88121,-15.1877,-16.0745
0.151891,-4.84715,-15.1877,-16.0745
0.0190784,1.3572,-15.1877,-16.0745
0.0196631,2.39126,-15.1877,-16.0745
0.0184072,3.42532,-15.1877,-16.0745
0.0303145,4.45937,-15.1877,-16.0745
0.045894,5.49343,-15.1877,-16.0745
0.0595507,6.52749,-15.1877,-16.0745
0.0640186,7.56155,-15.1877,-16.0745
0.0541208,8.59561,-15.1877,-16.0745
0.0254637,9.62967,-15.1877,-16.0745
0.129976,-4.84715,-14.1537,-16.0745
0.0287897,1.3572,-14.1537,-16.0745
0.019747,2.39126,-14.1537,-16.0745
0.0155497,3.42532,-14.1537,-16.0745
0.0275084,4.45937,-14.1537,-16.0745
0.0455594,5.49343,-14.1537,-16.0745
0.0635662,6.52749,-14.1537,-16.0745
0.0688363,7.56155,-14.1537,-16.0745
