Specific Ventilation (mL/mL),x (mm),y (mm),z (mm)
0.0573585,6.48924,-11.9236,-17.3423
0.135272,-4.76304,-10.9006,-17.3423
0.019687,0.351635,-10.9006,-17.3423
0.0389673,1.37457,-10.9006,-17.3423
0.0503813,2.3975,-10.9006,-17.3423
0.0454113,7.51218,-10.9006,-17.3423
0.137702,-4.76304,-9.87771,-17.3423
-0.000138382,0.351635,-9.87771,-17.3423
0.0216712,1.37457,-9.87771,-17.3423
0.0330852,2.3975,-9.87771,-17.3423
0.0302903,3.42044,-9.87771,-17.3423
0.0279639,7.51218,-9.87771,-17.3423
0.106289,-4.76304,-8.85478,-17.3423
0.00437513,1.37457,-8.85478,-17.3423
0.0157891,2.3975,-8.85478,-17.3423
0.211534,-4.76304,-7.83184,-17.3423
0.0433398,5.46631,-12.9465,-16.3194
0.0457146,6.48924,-12.9465,-16.3194
0.0326896,-4.76304,-11.9236,-16.3194
0.0466175,5.46631,-11.9236,-16.3194
0.0614866,6.48924,-11.9236,-16.3194
0.0458122,7.51218,-11.9236,-16.3194
0.139622,-5.78597,-10.9006,-16.3194
0.0950432,-4.76304,-10.9006,-16.3194
-0.00604168,0.351635,-10.9006,-16.3194
0.0120942,1.37457,-10.9006,-16.3194
0.0242349,2.3975,-10.9006,-16.3194
0.0527184,6.48924,-10.9006,-16.3194
0.0365,7.51218,-10.9006,-16.3194
0.0773744,-5.78597,-9.87771,-16.3194
0.0756472,-4.76304,-9.87771,-16.3194
-0.0103019,0.351635,-9.87771,-16.3194
0.00968244,1.37457,-9.87771,-16.3194
0.025306,2.3975,-9.87771,-16.3194
0.0173659,7.51218,-9.87771,-16.3194
0.135993,-5.78597,-8.85478,-16.3194
0.0420461,-4.76304,-8.85478,-16.3194
0.022866,2.3975,-8.85478,-16.3194
0.0191591,7.51218,-8.85478,-16.3194
0.0625328,-4.76304,-7.83184,-16.3194
0.0485896,7.51218,-7.83184,-16.3194
0.146638,-4.76304,-6.80891,-16.3194
0.157591,-3.7401,-5.78597,-16.3194
0.0248567,5.46631,-13.9695,-15.2964
0.0290505,6.48924,-13.9695,-15.2964
0.114754,-4.76304,-12.9465,-15.2964
0.0336255,-3.7401,-12.9465,-15.2964
0.044995,5.46631,-12.9465,-15.2964
0.0460282,6.48924,-12.9465,-15.2964
0.0334424,7.51218,-12.9465,-15.2964
0.168873,-5.78597,-11.9236,-15.2964
0.145273,-4.76304,-11.9236,-15.2964
0.0432204,5.46631,-11.9236,-15.2964
0.049598,6.48924,-11.9236,-15.2964
0.0354807,7.51218,-11.9236,-15.2964
0.162212,-5.78597,-10.9006,-15.2964
0.139084,-4.76304,-10.9006,-15.2964
-0.0102944,0.351635,-10.9006,-15.2964
0.00816394,1.37457,-10.9006,-15.2964
0.00907112,2.3975,-10.9006,-15.2964
0.0250982,3.42044,-10.9006,-15.2964
0.0427522,6.48924,-10.9006,-15.2964
0.0265876,7.51218,-10.9006,-15.2964
7.03502e-05,8.53511,-10.9006,-15.2964
0.110977,-5.78597,-9.87771,-15.2964
0.0917932,-4.76304,-9.87771,-15.2964
-0.0119531,0.351635,-9.87771,-15.2964
0.0124902,1.37457,-9.87771,-15.2964
0.0283234,2.3975,-9.87771,-15.2964
0.0117048,7.51218,-9.87771,-15.2964
-0.0180983,8.53511,-9.87771,-15.2964
0.131505,-5.78597,-8.85478,-15.2964
0.0341676,-4.76304,-8.85478,-15.2964
0.0110265,7.51218,-8.85478,-15.2964
0.166746,-5.78597,-7.83184,-15.2964
0.0646002,-4.76304,-7.83184,-15.2964
0.0131529,7.51218,-7.83184,-15.2964
0.254633,-5.78597,-6.80891,-15.2964
0.143529,-4.76304,-6.80891,-15.2964
0.0185397,7.51218,-6.80891,-15.2964
0.299205,-4.76304,-5.78597,-15.2964
0.084165,-3.7401,-5.78597,-15.2964
0.0505592,6.48924,-5.78597,-15.2964
0.236165,-3.7401,-4.76304,-15.2964
0.445765,-3.7401,-3.7401,-15.2964
0.023477,5.46631,-13.9695,-14.2735
0.0282813,6.48924,-13.9695,-14.2735
0.0276473,7.51218,-13.9695,-14.2735
0.103797,-5.78597,-12.9465,-14.2735
0.104437,-4.76304,-12.9465,-14.2735
0.0572235,-3.7401,-12.9465,-14.2735
0.0315345,5.46631,-12.9465,-14.2735
0.0337891,6.48924,-12.9465,-14.2735
0.0270398,7.51218,-12.9465,-14.2735
0.0143445,8.53511,-12.9465,-14.2735
0.186126,-6.80891,-11.9236,-14.2735
0.171805,-5.78597,-11.9236,-14.2735
0.133973,-4.76304,-11.9236,-14.2735
0.0278268,4.44337,-11.9236,-14.2735
0.033803,5.46631,-11.9236,-14.2735
0.0353522,6.48924,-11.9236,-14.2735
0.0263977,7.51218,-11.9236,-14.2735
0.00859892,8.53511,-11.9236,-14.2735
0.154951,-6.80891,-10.9006,-14.2735
0.151319,-5.78597,-10.9006,-14.2735
0.138159,-4.76304,-10.9006,-14.2735
-0.0283384,0.351635,-10.9006,-14.2735
-0.00452537,1.37457,-10.9006,-14.2735
0.00611432,2.3975,-10.9006,-14.2735
0.0219067,3.42044,-10.9006,-14.2735
0.033491,6.48924,-10.9006,-14.2735
0.021563,7.51218,-10.9006,-14.2735
0.000565819,8.53511,-10.9006,-14.2735
0.116104,-6.80891,-9.87771,-14.2735
0.10613,-5.78597,-9.87771,-14.2735
0.0771548,-4.76304,-9.87771,-14.2735
-0.0108249,0.351635,-9.87771,-14.2735
0.0173678,1.37457,-9.87771,-14.2735
0.0373792,2.3975,-9.87771,-14.2735
0.0133947,7.51218,-9.87771,-14.2735
-0.014648,8.53511,-9.87771,-14.2735
0.129538,-6.80891,-8.85478,-14.2735
0.0927129,-5.78597,-8.85478,-14.2735
0.0165098,-4.76304,-8.85478,-14.2735
0.0130294,7.51218,-8.85478,-14.2735
-0.0049847,8.53511,-8.85478,-14.2735
0.128865,-5.78597,-7.83184,-14.2735
0.0467654,-4.76304,-7.83184,-14.2735
0.0155628,7.51218,-7.83184,-14.2735
0.180812,-5.78597,-6.80891,-14.2735
0.0867999,-4.76304,-6.80891,-14.2735
-0.0427499,-3.7401,-6.80891,-14.2735
0.0252608,6.48924,-6.80891,-14.2735
0.0553651,7.51218,-6.80891,-14.2735
0.195241,-4.76304,-5.78597,-14.2735
0.0283584,-3.7401,-5.78597,-14.2735
0.0728546,6.48924,-5.78597,-14.2735
0.0884726,7.51218,-5.78597,-14.2735
0.310899,-4.76304,-4.76304,-14.2735
0.127203,-3.7401,-4.76304,-14.2735
0.0929695,6.48924,-4.76304,-14.2735
0.345552,-3.7401,-3.7401,-14.2735
0.506262,-3.7401,-2.71717,-14.2735
0.0796156,-4.76304,-13.9695,-13.2506
0.0152332,5.46631,-13.9695,-13.2506
0.0181705,6.48924,-13.9695,-13.2506
0.0199629,7.51218,-13.9695,-13.2506
0.0827328,-6.80891,-12.9465,-13.2506
0.0929337,-5.78597,-12.9465,-13.2506
0.0970644,-4.76304,-12.9465,-13.2506
0.0106578,4.44337,-12.9465,-13.2506
0.0194266,5.46631,-12.9465,-13.2506
0.0217398,6.48924,-12.9465,-13.2506
0.0181362,7.51218,-12.9465,-13.2506
0.0118498,8.53511,-12.9465,-13.2506
0.149644,-6.80891,-11.9236,-13.2506
0.140639,-5.78597,-11.9236,-13.2506
0.123996,-4.76304,-11.9236,-13.2506
0.0112246,3.42044,-11.9236,-13.2506
0.0205445,4.44337,-11.9236,-13.2506
0.0267319,5.46631,-11.9236,-13.2506
0.0284806,6.48924,-11.9236,-13.2506
0.0235742,7.51218,-11.9236,-13.2506
0.012636,8.53511,-11.9236,-13.2506
0.142221,-6.80891,-10.9006,-13.2506
0.133654,-5.78597,-10.9006,-13.2506
0.123054,-4.76304,-10.9006,-13.2506
-0.027229,0.351635,-10.9006,-13.2506
-0.00355388,1.37457,-10.9006,-13.2506
0.0124059,2.3975,-10.9006,-13.2506
0.0176332,3.42044,-10.9006,-13.2506
0.0339819,6.48924,-10.9006,-13.2506
0.0275823,7.51218,-10.9006,-13.2506
0.0162409,8.53511,-10.9006,-13.2506
0.119293,-6.80891,-9.87771,-13.2506
0.10289,-5.78597,-9.87771,-13.2506
0.0719121,-4.76304,-9.87771,-13.2506
-0.00524502,0.351635,-9.87771,-13.2506
0.018717,1.37457,-9.87771,-13.2506
0.0383019,2.3975,-9.87771,-13.2506
0.0353879,6.48924,-9.87771,-13.2506
0.0254736,7.51218,-9.87771,-13.2506
0.00976879,8.53511,-9.87771,-13.2506
0.0932947,-6.80891,-8.85478,-13.2506
0.0731652,-5.78597,-8.85478,-13.2506
0.0240751,-4.76304,-8.85478,-13.2506
0.0300435,7.51218,-8.85478,-13.2506
0.0122421,8.53511,-8.85478,-13.2506
0.112335,-6.80891,-7.83184,-13.2506
