Specific Ventilation (mL/mL),x (mm),y (mm),z (mm)
0.0453911,2.3563,-16.2359,-17.6463
0.0414458,1.3234,-15.203,-17.6463
0.0479274,2.3563,-15.203,-17.6463
0.0375018,1.3234,-14.1701,-17.6463
0.0242277,2.3563,-14.1701,-17.6463
0.039411,5.45499,-17.2688,-16.6134
0.0409782,2.3563,-16.2359,-16.6134
0.04818,5.45499,-16.2359,-16.6134
0.0988836,6.48789,-16.2359,-16.6134
0.0498855,0.290504,-15.203,-16.6134
0.0600597,1.3234,-15.203,-16.6134
0.047082,2.3563,-15.203,-16.6134
0.0475631,3.3892,-15.203,-16.6134
0.0484963,5.45499,-15.203,-16.6134
0.103751,6.48789,-15.203,-16.6134
0.0679054,1.3234,-14.1701,-16.6134
0.0301471,2.3563,-14.1701,-16.6134
0.0981701,6.48789,-14.1701,-16.6134
0.0821142,-3.84109,-18.3017,-15.5805
0.182616,-2.80819,-18.3017,-15.5805
0.0456103,4.4221,-18.3017,-15.5805
0.0742278,5.45499,-18.3017,-15.5805
0.0632721,-4.87399,-17.2688,-15.5805
0.0735136,4.4221,-17.2688,-15.5805
0.0974483,5.45499,-17.2688,-15.5805
0.132128,6.48789,-17.2688,-15.5805
0.0580837,-4.87399,-16.2359,-15.5805
0.0588551,1.3234,-16.2359,-15.5805
0.048584,2.3563,-16.2359,-15.5805
0.0503361,3.3892,-16.2359,-15.5805
0.0691437,4.4221,-16.2359,-15.5805
0.0981913,5.45499,-16.2359,-15.5805
0.141174,6.48789,-16.2359,-15.5805
0.162173,7.52079,-16.2359,-15.5805
0.0156411,-4.87399,-15.203,-15.5805
0.0553677,0.290504,-15.203,-15.5805
0.0541043,1.3234,-15.203,-15.5805
0.0367086,2.3563,-15.203,-15.5805
0.0501011,3.3892,-15.203,-15.5805
0.0612637,4.4221,-15.203,-15.5805
0.0965414,5.45499,-15.203,-15.5805
0.148685,6.48789,-15.203,-15.5805
0.177866,7.52079,-15.203,-15.5805
-0.0631121,-4.87399,-14.1701,-15.5805
0.0925777,5.45499,-14.1701,-15.5805
0.14796,6.48789,-14.1701,-15.5805
0.133789,6.48789,-13.1372,-15.5805
0.171147,-3.84109,-19.3346,-14.5476
0.171131,-2.80819,-19.3346,-14.5476
0.114858,-4.87399,-18.3017,-14.5476
0.143417,-3.84109,-18.3017,-14.5476
0.150535,-2.80819,-18.3017,-14.5476
0.0660323,4.4221,-18.3017,-14.5476
0.0985261,5.45499,-18.3017,-14.5476
0.11119,6.48789,-18.3017,-14.5476
0.137306,-4.87399,-17.2688,-14.5476
0.143066,-3.84109,-17.2688,-14.5476
0.0770729,4.4221,-17.2688,-14.5476
0.107519,5.45499,-17.2688,-14.5476
0.139607,6.48789,-17.2688,-14.5476
0.134407,7.52079,-17.2688,-14.5476
0.143716,-5.90688,-16.2359,-14.5476
0.134513,-4.87399,-16.2359,-14.5476
0.0513973,0.290504,-16.2359,-14.5476
0.0543168,1.3234,-16.2359,-14.5476
0.0466827,2.3563,-16.2359,-14.5476
0.0523348,3.3892,-16.2359,-14.5476
0.0698762,4.4221,-16.2359,-14.5476
0.106075,5.45499,-16.2359,-14.5476
0.14341,6.48789,-16.2359,-14.5476
0.138449,7.52079,-16.2359,-14.5476
0.151262,-5.90688,-15.203,-14.5476
0.106724,-4.87399,-15.203,-14.5476
0.0553304,0.290504,-15.203,-14.5476
0.0527589,1.3234,-15.203,-14.5476
0.0284838,2.3563,-15.203,-14.5476
0.0501429,3.3892,-15.203,-14.5476
0.0635184,4.4221,-15.203,-14.5476
0.110671,5.45499,-15.203,-14.5476
0.155553,6.48789,-15.203,-14.5476
0.153761,7.52079,-15.203,-14.5476
0.0618963,-4.87399,-14.1701,-14.5476
