Specific Ventilation (mL/mL),x (mm),y (mm),z (mm)
0.0297504,-12,-68,-132.35
0.038516,-12,-60,-132.35
0.00580156,-4,-60,-132.35
0.035762,-20,-52,-132.35
0.0499656,-12,-52,-132.35
0.0461814,-20,-44,-132.35
0.0665335,-12,-44,-132.35
0.0528612,-20,-36,-132.35
0.0625227,-12,-36,-132.35
0.032057,20,-36,-132.35
0.0421411,-20,-28,-132.35
0.0517734,-12,-28,-132.35
-0.0018336,20,-28,-132.35
0.0408958,-20,-20,-132.35
0.0514427,-12,-20,-132.35
0.0455818,-4,-20,-132.35
0.0112632,20,-20,-132.35
0.0492123,-20,-12,-132.35
0.0510519,-12,-12,-132.35
0.0490907,-4,-12,-132.35
0.0310927,4,-12,-132.35
0.0268705,12,-12,-132.35
-0.00333628,20,-12,-132.35
0.0508467,-20,-4,-132.35
0.0538028,-12,-4,-132.35
0.0519013,-4,-4,-132.35
0.025273,4,-4,-132.35
0.00905137,-12,-92,-124.35
0.00663229,-4,-92,-124.35
0.00358478,-20,-84,-124.35
0.00475403,-12,-84,-124.35
-0.00610955,-4,-84,-124.35
0.00942053,-20,-76,-124.35
0.0140233,-12,-76,-124.35
0.00490977,-4,-76,-124.35
0.0275234,-20,-68,-124.35
0.0326651,-12,-68,-124.35
0.0252325,-4,-68,-124.35
0.0319745,-20,-60,-124.35
0.0398474,-12,-60,-124.35
0.0211377,-4,-60,-124.35
0.0280859,20,-60,-124.35
0.0222303,-28,-52,-124.35
0.0360709,-20,-52,-124.35
0.0516519,-12,-52,-124.35
0.042387,20,-52,-124.35
0.0275473,-28,-44,-124.35
0.0467354,-20,-44,-124.35
0.0716612,-12,-44,-124.35
0.0183985,20,-44,-124.35
0.0523397,28,-44,-124.35
0.035358,-28,-36,-124.35
0.0535289,-20,-36,-124.35
0.0663446,-12,-36,-124.35
0.0266089,20,-36,-124.35
0.0272553,28,-36,-124.35
0.0338146,-28,-28,-124.35
0.0493764,-20,-28,-124.35
0.0571038,-12,-28,-124.35
0.0144536,20,-28,-124.35
0.0189542,28,-28,-124.35
0.0219539,-28,-20,-124.35
0.0437431,-20,-20,-124.35
0.0511709,-12,-20,-124.35
0.0511766,-4,-20,-124.35
0.0329971,4,-20,-124.35
0.0218552,12,-20,-124.35
0.0243389,20,-20,-124.35
0.025689,28,-20,-124.35
0.0408443,-20,-12,-124.35
0.0489472,-12,-12,-124.35
0.0508426,-4,-12,-124.35
0.0394282,4,-12,-124.35
0.0274734,12,-12,-124.35
0.0200428,20,-12,-124.35
0.0180935,28,-12,-124.35
0.0427713,-20,-4,-124.35
0.051043,-12,-4,-124.35
0.0511991,-4,-4,-124.35
0.0397102,4,-4,-124.35
0.0303055,12,-4,-124.35
0.0204504,20,-4,-124.35
0.0122555,28,-4,-124.35
