Specific Ventilation (mL/mL),x (mm),y (mm),z (mm)
0.128736,2.80135,1.23781,-6.87699
-0.00323578,0.716623,1.75899,-6.87699
0.0704075,1.23781,1.75899,-6.87699
0.197277,2.80135,1.75899,-6.87699
0.0736061,-0.325739,2.28017,-6.87699
0.0553553,0.195442,2.28017,-6.87699
0.00231788,0.716623,2.28017,-6.87699
0.043855,1.23781,2.28017,-6.87699
0.00901587,1.75899,2.28017,-6.87699
0.251455,2.80135,2.28017,-6.87699
0.384412,3.32253,2.28017,-6.87699
0.0642628,-0.325739,2.80135,-6.87699
0.0335961,0.195442,2.80135,-6.87699
-0.0283147,0.716623,2.80135,-6.87699
-0.0131688,1.23781,2.80135,-6.87699
0.000576498,1.75899,2.80135,-6.87699
0.273951,2.80135,2.80135,-6.87699
0.417264,3.32253,2.80135,-6.87699
-0.136641,0.716623,3.32253,-6.87699
-0.210693,1.23781,3.32253,-6.87699
0.238069,2.80135,3.32253,-6.87699
0.384792,3.32253,3.32253,-6.87699
0.17075,2.80135,3.84371,-6.87699
0.109662,2.80135,4.3649,-6.87699
0.166032,2.28017,1.23781,-6.35581
0.189281,2.80135,1.23781,-6.35581
0.252936,3.32253,1.23781,-6.35581
0.113356,0.195442,1.75899,-6.35581
0.0689559,0.716623,1.75899,-6.35581
0.0860903,1.23781,1.75899,-6.35581
0.114209,1.75899,1.75899,-6.35581
0.182455,2.28017,1.75899,-6.35581
0.246614,2.80135,1.75899,-6.35581
0.333543,3.32253,1.75899,-6.35581
0.3711,3.84371,1.75899,-6.35581
0.143299,-0.846921,2.28017,-6.35581
0.146338,-0.325739,2.28017,-6.35581
0.128672,0.195442,2.28017,-6.35581
0.0861546,0.716623,2.28017,-6.35581
0.0766131,1.23781,2.28017,-6.35581
0.0995034,1.75899,2.28017,-6.35581
0.269558,2.80135,2.28017,-6.35581
0.373201,3.32253,2.28017,-6.35581
0.434972,3.84371,2.28017,-6.35581
0.110633,-0.325739,2.80135,-6.35581
0.0965589,0.195442,2.80135,-6.35581
0.0503988,0.716623,2.80135,-6.35581
0.0156118,1.23781,2.80135,-6.35581
0.0696672,1.75899,2.80135,-6.35581
0.291268,2.80135,2.80135,-6.35581
0.406419,3.32253,2.80135,-6.35581
0.476443,3.84371,2.80135,-6.35581
-0.0786397,0.716623,3.32253,-6.35581
0.313656,2.80135,3.32253,-6.35581
0.412781,3.32253,3.32253,-6.35581
0.510175,3.84371,3.32253,-6.35581
0.374214,2.80135,3.84371,-6.35581
0.467463,3.32253,3.84371,-6.35581
0.292052,2.80135,4.3649,-6.35581
0.590375,3.32253,4.3649,-6.35581
0.215558,2.80135,4.88608,-6.35581
0.236612,2.80135,0.195442,-5.83462
0.192399,2.28017,0.716623,-5.83462
0.245369,2.80135,0.716623,-5.83462
0.260075,3.32253,0.716623,-5.83462
-0.040735,-2.93165,1.23781,-5.83462
0.108253,1.23781,1.23781,-5.83462
0.165745,1.75899,1.23781,-5.83462
0.224972,2.28017,1.23781,-5.83462
0.258915,2.80135,1.23781,-5.83462
0.304645,3.32253,1.23781,-5.83462
0.31633,3.84371,1.23781,-5.83462
0.112935,-2.93165,1.75899,-5.83462
0.297219,-0.846921,1.75899,-5.83462
0.221589,-0.325739,1.75899,-5.83462
0.167122,0.195442,1.75899,-5.83462
0.134737,0.716623,1.75899,-5.83462
0.136649,1.23781,1.75899,-5.83462
0.158864,1.75899,1.75899,-5.83462
0.216155,2.28017,1.75899,-5.83462
0.274876,2.80135,1.75899,-5.83462
0.348749,3.32253,1.75899,-5.83462
0.371887,3.84371,1.75899,-5.83462
0.263179,-3.45283,2.28017,-5.83462
0.0946732,-2.93165,2.28017,-5.83462
0.331654,-0.846921,2.28017,-5.83462
0.240904,-0.325739,2.28017,-5.83462
0.186011,0.195442,2.28017,-5.83462
0.141005,0.716623,2.28017,-5.83462
0.114663,1.23781,2.28017,-5.83462
0.131709,1.75899,2.28017,-5.83462
0.18996,2.28017,2.28017,-5.83462
0.275929,2.80135,2.28017,-5.83462
0.367078,3.32253,2.28017,-5.83462
0.387031,3.84371,2.28017,-5.83462
0.273373,-3.45283,2.80135,-5.83462
0.0996862,-2.93165,2.80135,-5.83462
0.17363,-0.325739,2.80135,-5.83462
0.12667,0.195442,2.80135,-5.83462
0.0751497,0.716623,2.80135,-5.83462
0.020029,1.23781,2.80135,-5.83462
0.0882363,1.75899,2.80135,-5.83462
0.149276,2.28017,2.80135,-5.83462
0.284252,2.80135,2.80135,-5.83462
0.390956,3.32253,2.80135,-5.83462
0.416737,3.84371,2.80135,-5.83462
0.18446,-3.45283,3.32253,-5.83462
0.0533407,-2.93165,3.32253,-5.83462
0.323664,2.80135,3.32253,-5.83462
0.428905,3.32253,3.32253,-5.83462
0.486419,3.84371,3.32253,-5.83462
0.176297,-2.93165,3.84371,-5.83462
0.413695,2.80135,3.84371,-5.83462
0.501288,3.32253,3.84371,-5.83462
0.663894,3.84371,3.84371,-5.83462
0.362315,2.80135,4.3649,-5.83462
0.599898,3.32253,4.3649,-5.83462
0.400865,2.80135,4.88608,-5.83462
0.717572,3.32253,4.88608,-5.83462
0.365773,2.80135,5.40726,-5.83462
0.267835,2.28017,0.195442,-5.31344
0.276259,2.80135,0.195442,-5.31344
0.280801,3.32253,0.195442,-5.31344
0.267231,3.84371,0.195442,-5.31344
0.172085,-3.45283,0.716623,-5.31344
0.121742,-2.93165,0.716623,-5.31344
-0.00174336,-2.41047,0.716623,-5.31344
0.190995,1.75899,0.716623,-5.31344
0.266442,2.28017,0.716623,-5.31344
0.28992,2.80135,0.716623,-5.31344
0.312442,3.32253,0.716623,-5.31344
0.31716,3.84371,0.716623,-5.31344
0.294424,-3.45283,1.23781,-5.31344
0.231998,-2.93165,1.23781,-5.31344
0.130758,0.716623,1.23781,-5.31344
0.181708,1.23781,1.23781,-5.31344
0.217887,1.75899,1.23781,-5.31344
0.257575,2.28017,1.23781,-5.31344
0.289618,2.80135,1.23781,-5.31344
0.33004,3.32253,1.23781,-5.31344
0.366407,3.84371,1.23781,-5.31344
0.364479,4.3649,1.23781,-5.31344
0.328722,-3.45283,1.75899,-5.31344
0.244408,-2.93165,1.75899,-5.31344
0.265072,-0.846921,1.75899,-5.31344
0.231805,-0.325739,1.75899,-5.31344
0.186985,0.195442,1.75899,-5.31344
0.173519,0.716623,1.75899,-5.31344
0.16179,1.23781,1.75899,-5.31344
0.180956,1.75899,1.75899,-5.31344
0.23075,2.28017,1.75899,-5.31344
0.282895,2.80135,1.75899,-5.31344
0.348188,3.32253,1.75899,-5.31344
0.392338,3.84371,1.75899,-5.31344
0.418927,4.3649,1.75899,-5.31344
0.3184,-3.45283,2.28017,-5.31344
0.194418,-2.93165,2.28017,-5.31344
0.385334,-0.846921,2.28017,-5.31344
0.29025,-0.325739,2.28017,-5.31344
0.212701,0.195442,2.28017,-5.31344
0.16838,0.716623,2.28017,-5.31344
0.128151,1.23781,2.28017,-5.31344
0.147745,1.75899,2.28017,-5.31344
0.206489,2.28017,2.28017,-5.31344
0.277225,2.80135,2.28017,-5.31344
0.356917,3.32253,2.28017,-5.31344
0.393034,3.84371,2.28017,-5.31344
0.414586,4.3649,2.28017,-5.31344
0.307383,-3.45283,2.80135,-5.31344
0.122758,-2.93165,2.80135,-5.31344
0.239819,-0.325739,2.80135,-5.31344
0.130915,0.195442,2.80135,-5.31344
0.039647,0.716623,2.80135,-5.31344
-0.0282282,1.23781,2.80135,-5.31344
0.287875,2.80135,2.80135,-5.31344
0.380894,3.32253,2.80135,-5.31344
0.407914,3.84371,2.80135,-5.31344
0.413259,4.3649,2.80135,-5.31344
0.314754,-3.45283,3.32253,-5.31344
0.0788796,-2.93165,3.32253,-5.31344
0.318669,2.80135,3.32253,-5.31344
0.417604,3.32253,3.32253,-5.31344
0.462279,3.84371,3.32253,-5.31344
0.513689,4.3649,3.32253,-5.31344
0.359918,-3.45283,3.84371,-5.31344
0.0748843,-2.93165,3.84371,-5.31344
0.351162,2.80135,3.84371,-5.31344
0.437342,3.32253,3.84371,-5.31344
0.547141,3.84371,3.84371,-5.31344
0.132266,-2.93165,4.3649,-5.31344
