Specific Ventilation (mL/mL),x (mm),y (mm),z (mm)
0.0879671,2.80175,1.23798,-6.46682
0.282229,2.28049,1.75924,-6.46682
0.232279,2.80175,1.75924,-6.46682
0.249914,3.323,1.75924,-6.46682
0.353273,0.195471,2.28049,-6.46682
0.410482,0.716726,2.28049,-6.46682
0.366178,1.23798,2.28049,-6.46682
0.310975,1.75924,2.28049,-6.46682
0.322119,2.28049,2.28049,-6.46682
0.339912,2.80175,2.28049,-6.46682
0.380502,3.323,2.28049,-6.46682
0.436632,-0.84704,2.80175,-6.46682
0.371705,-0.325785,2.80175,-6.46682
0.42901,0.195471,2.80175,-6.46682
0.428622,0.716726,2.80175,-6.46682
0.37823,1.23798,2.80175,-6.46682
0.335953,1.75924,2.80175,-6.46682
0.387449,2.80175,2.80175,-6.46682
0.453443,3.323,2.80175,-6.46682
0.771039,-0.84704,3.323,-6.46682
0.453088,-0.325785,3.323,-6.46682
0.422518,0.195471,3.323,-6.46682
0.355565,0.716726,3.323,-6.46682
0.227955,1.23798,3.323,-6.46682
0.526888,3.323,3.323,-6.46682
-0.127242,0.716726,3.84426,-6.46682
0.531289,3.323,3.84426,-6.46682
0.274744,2.80175,0.716726,-5.94557
0.246903,2.28049,1.23798,-5.94557
0.250487,2.80175,1.23798,-5.94557
0.295436,3.323,1.23798,-5.94557
0.000888225,0.716726,1.75924,-5.94557
0.195818,1.23798,1.75924,-5.94557
0.312606,1.75924,1.75924,-5.94557
0.326435,2.28049,1.75924,-5.94557
0.31895,2.80175,1.75924,-5.94557
0.352343,3.323,1.75924,-5.94557
0.402245,3.84426,1.75924,-5.94557
0.369687,0.195471,2.28049,-5.94557
0.368926,0.716726,2.28049,-5.94557
0.35674,1.23798,2.28049,-5.94557
0.329132,1.75924,2.28049,-5.94557
0.33126,2.28049,2.28049,-5.94557
0.36531,2.80175,2.28049,-5.94557
0.406857,3.323,2.28049,-5.94557
0.468277,3.84426,2.28049,-5.94557
0.514373,-0.84704,2.80175,-5.94557
0.430662,-0.325785,2.80175,-5.94557
0.42435,0.195471,2.80175,-5.94557
0.408825,0.716726,2.80175,-5.94557
0.391107,1.23798,2.80175,-5.94557
0.31781,1.75924,2.80175,-5.94557
0.321454,2.28049,2.80175,-5.94557
0.383031,2.80175,2.80175,-5.94557
0.455648,3.323,2.80175,-5.94557
0.526891,3.84426,2.80175,-5.94557
0.601815,-0.84704,3.323,-5.94557
0.407386,-0.325785,3.323,-5.94557
0.345118,0.195471,3.323,-5.94557
0.286727,0.716726,3.323,-5.94557
0.171104,1.23798,3.323,-5.94557
0.375461,2.80175,3.323,-5.94557
0.493377,3.323,3.323,-5.94557
0.573593,3.84426,3.323,-5.94557
0.507657,3.323,3.84426,-5.94557
0.654282,3.84426,3.84426,-5.94557
0.267953,3.323,4.36551,-5.94557
0.250073,2.28049,0.716726,-5.42431
0.253907,2.80175,0.716726,-5.42431
0.261395,3.323,0.716726,-5.42431
0.283787,3.84426,0.716726,-5.42431
0.250728,1.75924,1.23798,-5.42431
0.319044,2.28049,1.23798,-5.42431
0.324565,2.80175,1.23798,-5.42431
0.332574,3.323,1.23798,-5.42431
0.377985,3.84426,1.23798,-5.42431
0.240323,0.716726,1.75924,-5.42431
0.310768,1.23798,1.75924,-5.42431
0.356119,1.75924,1.75924,-5.42431
0.348822,2.28049,1.75924,-5.42431
0.350954,2.80175,1.75924,-5.42431
0.367324,3.323,1.75924,-5.42431
0.392848,3.84426,1.75924,-5.42431
0.485755,-1.3683,2.28049,-5.42431
0.33321,-0.84704,2.28049,-5.42431
0.334301,-0.325785,2.28049,-5.42431
0.394787,0.195471,2.28049,-5.42431
0.410691,0.716726,2.28049,-5.42431
0.397612,1.23798,2.28049,-5.42431
0.353759,1.75924,2.28049,-5.42431
0.340228,2.28049,2.28049,-5.42431
0.364381,2.80175,2.28049,-5.42431
0.393617,3.323,2.28049,-5.42431
0.426675,3.84426,2.28049,-5.42431
0.407519,4.36551,2.28049,-5.42431
0.571409,-1.3683,2.80175,-5.42431
0.537095,-0.84704,2.80175,-5.42431
0.472672,-0.325785,2.80175,-5.42431
0.456929,0.195471,2.80175,-5.42431
0.429144,0.716726,2.80175,-5.42431
0.391999,1.23798,2.80175,-5.42431
0.297144,1.75924,2.80175,-5.42431
0.314234,2.28049,2.80175,-5.42431
0.361792,2.80175,2.80175,-5.42431
0.425215,3.323,2.80175,-5.42431
0.457913,3.84426,2.80175,-5.42431
0.418608,4.36551,2.80175,-5.42431
0.584821,-0.84704,3.323,-5.42431
0.456145,-0.325785,3.323,-5.42431
0.335651,0.195471,3.323,-5.42431
0.225126,0.716726,3.323,-5.42431
0.0866088,1.23798,3.323,-5.42431
0.459703,3.323,3.323,-5.42431
0.504017,3.84426,3.323,-5.42431
0.418212,3.323,3.84426,-5.42431
0.549352,3.84426,3.84426,-5.42431
0.114587,3.323,4.36551,-5.42431
0.486326,3.84426,4.36551,-5.42431
0.315069,2.28049,0.195471,-4.90306
0.327536,2.80175,0.195471,-4.90306
0.3074,3.323,0.195471,-4.90306
0.206119,1.75924,0.716726,-4.90306
0.316472,2.28049,0.716726,-4.90306
0.330262,2.80175,0.716726,-4.90306
0.32803,3.323,0.716726,-4.90306
0.340484,3.84426,0.716726,-4.90306
0.0362286,-3.45332,1.23798,-4.90306
0.211993,1.23798,1.23798,-4.90306
0.332086,1.75924,1.23798,-4.90306
0.374809,2.28049,1.23798,-4.90306
0.375459,2.80175,1.23798,-4.90306
0.374147,3.323,1.23798,-4.90306
0.391688,3.84426,1.23798,-4.90306
0.397291,4.36551,1.23798,-4.90306
0.047663,-3.97457,1.75924,-4.90306
0.0787351,-3.45332,1.75924,-4.90306
0.312837,0.195471,1.75924,-4.90306
0.362871,0.716726,1.75924,-4.90306
0.382115,1.23798,1.75924,-4.90306
0.379895,1.75924,1.75924,-4.90306
0.365003,2.28049,1.75924,-4.90306
0.366188,2.80175,1.75924,-4.90306
0.380346,3.323,1.75924,-4.90306
0.401066,3.84426,1.75924,-4.90306
0.427306,4.36551,1.75924,-4.90306
0.116619,-3.97457,2.28049,-4.90306
0.146078,-3.45332,2.28049,-4.90306
0.464379,-1.3683,2.28049,-4.90306
0.395429,-0.84704,2.28049,-4.90306
0.419219,-0.325785,2.28049,-4.90306
0.451584,0.195471,2.28049,-4.90306
0.444772,0.716726,2.28049,-4.90306
0.422593,1.23798,2.28049,-4.90306
0.362322,1.75924,2.28049,-4.90306
0.337682,2.28049,2.28049,-4.90306
0.362674,2.80175,2.28049,-4.90306
